Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Profit),CountNonNull(Orders.Country),
2014,Qtr 4,December,12,-72.10080000000004,9,"-72.10080000000004,42716.7709,42644.6701"
2014,Qtr 4,December,17,7.1924,2,"7.1924,45144.8334,45152.0258"
2014,Qtr 4,December,22,183.1211,6,"183.1211,47244.257699999995,47427.37879999999"
2014,Qtr 4,December,24,264.308,11,"264.308,47494.75819999999,47759.06619999999"
2014,Qtr 4,December,29,568.0095,16,"568.0095,48126.00109999999,48694.01059999999"
2015,Qtr 1,January,3,-348.4578,4,"-348.4578,48382.42569999998,48033.96789999998"
2015,Qtr 1,January,4,104.67240000000001,3,"104.67240000000001,48033.96789999998,48138.640299999985"
2015,Qtr 1,January,5,62.50859999999999,6,"62.50859999999999,48138.640299999985,48201.148899999986"
2015,Qtr 1,January,6,7.8934,2,"7.8934,48201.148899999986,48209.04229999999"
2015,Qtr 1,January,9,131.0797,4,"131.0797,48209.04229999999,48340.12199999999"
2015,Qtr 1,January,10,-373.3048,1,"-373.3048,48340.12199999999,47966.81719999999"
2015,Qtr 1,January,13,160.3086,4,"160.3086,48029.62199999999,48189.930599999985"
2015,Qtr 1,January,19,-21.712200000000003,2,"-21.712200000000003,47889.88119999998,47868.16899999998"
2015,Qtr 1,January,23,20.8106,2,"20.8106,47868.16899999998,47888.97959999998"
2015,Qtr 1,January,26,84.0512,1,"84.0512,47891.111599999975,47975.16279999998"
2015,Qtr 1,January,27,-191.64319999999998,4,"-191.64319999999998,47975.16279999998,47783.51959999998"
2015,Qtr 1,January,28,-1862.3124,1,"-1862.3124,47783.51959999998,45921.207199999975"
2015,Qtr 1,January,30,302.8533,3,"302.8533,45921.207199999975,46224.06049999998"
2015,Qtr 1,January,31,38.9066,3,"38.9066,46224.06049999998,46262.96709999998"
2015,Qtr 1,January,2,-1161.5484,8,"-1161.5484,49543.97409999998,48382.42569999998"
2015,Qtr 1,January,12,62.80479999999999,6,"62.80479999999999,47966.81719999999,48029.62199999999"
2015,Qtr 1,January,17,-300.0494,3,"-300.0494,48189.930599999985,47889.88119999998"
2015,Qtr 1,January,24,2.132,1,"2.132,47888.97959999998,47891.111599999975"
2015,Qtr 1,February,3,157.4118,6,"157.4118,46262.96710000002,46420.378900000025"
2015,Qtr 1,February,6,242.11719999999997,9,"242.11719999999997,46420.378900000025,46662.496100000026"
2015,Qtr 1,February,7,152.5909,2,"152.5909,46662.496100000026,46815.08700000003"
2015,Qtr 1,February,9,102.37640000000002,5,"102.37640000000002,46795.91360000003,46898.29000000003"
2015,Qtr 1,February,10,7.724,1,"7.724,46898.29000000003,46906.01400000003"
2015,Qtr 1,February,14,104.5389,7,"104.5389,46906.01400000003,47010.55290000003"
2015,Qtr 1,February,15,477.3456,8,"477.3456,47010.55290000003,47487.89850000003"
2015,Qtr 1,February,16,74.68450000000001,3,"74.68450000000001,47487.89850000003,47562.583000000035"
2015,Qtr 1,February,18,31.634199999999993,3,"31.634199999999993,47562.583000000035,47594.217200000036"
2015,Qtr 1,February,20,77.56439999999999,2,"77.56439999999999,47594.217200000036,47671.78160000004"
2015,Qtr 1,February,21,1294.0764,2,"1294.0764,47671.78160000004,48965.85800000004"
2015,Qtr 1,February,23,10.5336,2,"10.5336,48986.49160000004,48997.02520000004"
2015,Qtr 1,February,27,52.4903,5,"52.4903,49008.76120000004,49061.251500000035"
2015,Qtr 1,February,28,15.566400000000002,2,"15.566400000000002,49061.251500000035,49076.81790000004"
2015,Qtr 1,February,8,-19.1734,4,"-19.1734,46815.08700000003,46795.91360000003"
2015,Qtr 1,February,22,20.6336,1,"20.6336,48965.85800000004,48986.49160000004"
2015,Qtr 1,February,25,11.736,2,"11.736,48997.02520000004,49008.76120000004"
2015,Qtr 1,March,5,-417.8949999999999,16,"-417.8949999999999,49308.49899999998,48890.603999999985"
2015,Qtr 1,March,6,473.7518,2,"473.7518,48890.603999999985,49364.35579999998"
2015,Qtr 1,March,7,271.4153,4,"271.4153,49364.35579999998,49635.77109999998"
2015,Qtr 1,March,9,53.9619,3,"53.9619,50228.15159999998,50282.113499999985"
2015,Qtr 1,March,10,23.2592,2,"23.2592,50282.113499999985,50305.372699999985"
2015,Qtr 1,March,13,234.4744,3,"234.4744,50315.370699999985,50549.845099999984"
2015,Qtr 1,March,14,332.7422,3,"332.7422,50549.845099999984,50882.587299999985"
2015,Qtr 1,March,15,1.6776,1,"1.6776,50882.587299999985,50884.26489999999"
2015,Qtr 1,March,16,3508.0309,10,"3508.0309,50884.26489999999,54392.295799999985"
2015,Qtr 1,March,19,1982.1858,13,"1982.1858,54404.130799999984,56386.316599999984"
2015,Qtr 1,March,20,485.71540000000005,9,"485.71540000000005,56386.316599999984,56872.031999999985"
2015,Qtr 1,March,21,242.5149,3,"242.5149,56872.031999999985,57114.54689999999"
2015,Qtr 1,March,23,181.08280000000002,6,"181.08280000000002,57385.34499999999,57566.42779999998"
2015,Qtr 1,March,26,937.2579999999999,6,"937.2579999999999,57544.17839999998,58481.436399999984"
2015,Qtr 1,March,27,3.348,1,"3.348,58481.436399999984,58484.78439999998"
2015,Qtr 1,March,28,59.3424,5,"59.3424,58484.78439999998,58544.12679999998"
2015,Qtr 1,March,30,-87.9252,3,"-87.9252,58841.02659999998,58753.101399999985"
2015,Qtr 1,March,31,55.81429999999999,3,"55.81429999999999,58753.101399999985,58808.91569999998"
2015,Qtr 1,March,1,12.718199999999795,7,"12.718199999999795,49076.81789999998,49089.53609999998"
2015,Qtr 1,March,2,218.9629,3,"218.9629,49089.53609999998,49308.49899999998"
2015,Qtr 1,March,8,592.3805,8,"592.3805,49635.77109999998,50228.15159999998"
2015,Qtr 1,March,12,9.998000000000001,4,"9.998000000000001,50305.372699999985,50315.370699999985"
2015,Qtr 1,March,17,11.834999999999999,2,"11.834999999999999,54392.295799999985,54404.130799999984"
2015,Qtr 1,March,22,270.79810000000003,10,"270.79810000000003,57114.54689999999,57385.34499999999"
2015,Qtr 1,March,24,-22.2494,3,"-22.2494,57566.42779999998,57544.17839999998"
2015,Qtr 1,March,29,296.89979999999997,8,"296.89979999999997,58544.12679999998,58841.02659999998"
2015,Qtr 2,April,4,384.4765,9,"384.4765,58773.09120000004,59157.567700000036"
2015,Qtr 2,April,5,-243.81410000000005,13,"-243.81410000000005,59157.567700000036,58913.75360000003"
2015,Qtr 2,April,6,-0.17039999999999722,6,"-0.17039999999999722,58913.75360000003,58913.58320000003"
2015,Qtr 2,April,7,-1113.9491,5,"-1113.9491,58913.58320000003,57799.63410000003"
2015,Qtr 2,April,9,133.5327,3,"133.5327,57799.63410000003,57933.166800000035"
2015,Qtr 2,April,10,48.6963,3,"48.6963,57933.166800000035,57981.86310000004"
2015,Qtr 2,April,11,423.98699999999997,7,"423.98699999999997,57981.86310000004,58405.85010000004"
2015,Qtr 2,April,13,-38.728199999999994,15,"-38.728199999999994,58406.257500000036,58367.52930000004"
2015,Qtr 2,April,14,2.6406,1,"2.6406,58367.52930000004,58370.16990000004"
2015,Qtr 2,April,16,815.8418000000001,14,"815.8418000000001,58370.16990000004,59186.01170000004"
2015,Qtr 2,April,18,214.8503,18,"214.8503,59872.52060000004,60087.37090000004"
2015,Qtr 2,April,19,-564.9804,2,"-564.9804,60087.37090000004,59522.39050000004"
2015,Qtr 2,April,20,507.14070000000004,5,"507.14070000000004,59522.39050000004,60029.53120000004"
2015,Qtr 2,April,21,228.89280000000002,4,"228.89280000000002,60029.53120000004,60258.42400000004"
2015,Qtr 2,April,26,-134.89960000000002,10,"-134.89960000000002,60408.98660000005,60274.08700000005"
2015,Qtr 2,April,27,978.3105,5,"978.3105,60274.08700000005,61252.39750000005"
2015,Qtr 2,April,28,1911.4570999999999,5,"1911.4570999999999,61252.39750000005,63163.85460000005"
2015,Qtr 2,April,30,-170.33110000000002,9,"-170.33110000000002,63166.74300000005,62996.41190000005"
2015,Qtr 2,April,2,-35.824500000000015,6,"-35.824500000000015,58808.91570000004,58773.09120000004"
2015,Qtr 2,April,12,0.407399999999999,1,"0.407399999999999,58405.85010000004,58406.257500000036"
2015,Qtr 2,April,17,686.5088999999999,8,"686.5088999999999,59186.01170000004,59872.52060000004"
2015,Qtr 2,April,22,24.444300000000002,2,"24.444300000000002,60258.42400000004,60282.868300000046"
2015,Qtr 2,April,24,7.5371,1,"7.5371,60282.868300000046,60290.40540000005"
2015,Qtr 2,April,25,118.58119999999998,7,"118.58119999999998,60290.40540000005,60408.98660000005"
2015,Qtr 2,April,29,2.8884,1,"2.8884,63163.85460000005,63166.74300000005"
2015,Qtr 2,May,3,255.46429999999998,13,"255.46429999999998,63079.48209999997,63334.94639999997"
2015,Qtr 2,May,4,157.50220000000002,4,"157.50220000000002,63334.94639999997,63492.448599999974"
2015,Qtr 2,May,7,-4.981000000000002,3,"-4.981000000000002,63492.448599999974,63487.467599999974"
2015,Qtr 2,May,9,23.9169,1,"23.9169,64729.45069999997,64753.36759999997"
2015,Qtr 2,May,10,-190.8586,3,"-190.8586,64753.36759999997,64562.50899999997"
2015,Qtr 2,May,11,16.7972,1,"16.7972,64562.50899999997,64579.30619999997"
2015,Qtr 2,May,13,22.278799999999997,2,"22.278799999999997,64726.91009999997,64749.18889999997"
2015,Qtr 2,May,14,320.8917999999998,12,"320.8917999999998,64749.18889999997,65070.08069999997"
2015,Qtr 2,May,15,-1.6029999999999998,2,"-1.6029999999999998,65070.08069999997,65068.47769999997"
2015,Qtr 2,May,16,31.996,1,"31.996,65068.47769999997,65100.473699999966"
2015,Qtr 2,May,18,5.3214,1,"5.3214,65086.72849999997,65092.04989999997"
2015,Qtr 2,May,20,15.479199999999999,2,"15.479199999999999,65092.04989999997,65107.52909999997"
2015,Qtr 2,May,21,-62.22239999999999,3,"-62.22239999999999,65107.52909999997,65045.30669999997"
2015,Qtr 2,May,23,367.8272,6,"367.8272,65471.12559999997,65838.95279999997"
2015,Qtr 2,May,26,9.360000000000007,8,"9.360000000000007,65928.19519999997,65937.55519999997"
2015,Qtr 2,May,28,244.0794,9,"244.0794,65937.55519999997,66181.63459999998"
2015,Qtr 2,May,30,87.62519999999998,4,"87.62519999999998,66347.74969999997,66435.37489999997"
2015,Qtr 2,May,31,1228.906,17,"1228.906,66435.37489999997,67664.28089999997"
2015,Qtr 2,May,1,66.22339999999998,7,"66.22339999999998,62996.41189999997,63062.63529999997"
2015,Qtr 2,May,2,16.8468,2,"16.8468,63062.63529999997,63079.48209999997"
2015,Qtr 2,May,8,1241.9831000000001,11,"1241.9831000000001,63487.467599999974,64729.45069999997"
2015,Qtr 2,May,12,147.6039,8,"147.6039,64579.30619999997,64726.91009999997"
2015,Qtr 2,May,17,-13.745200000000008,4,"-13.745200000000008,65100.473699999966,65086.72849999997"
2015,Qtr 2,May,22,425.8189,4,"425.8189,65045.30669999997,65471.12559999997"
2015,Qtr 2,May,24,-176.59189999999998,2,"-176.59189999999998,65838.95279999997,65662.36089999997"
2015,Qtr 2,May,25,265.8342999999998,8,"265.8342999999998,65662.36089999997,65928.19519999997"
2015,Qtr 2,May,29,166.11509999999996,8,"166.11509999999996,66181.63459999998,66347.74969999997"
2015,Qtr 2,June,4,464.8084,6,"464.8084,67964.75950000006,68429.56790000005"
2015,Qtr 2,June,5,173.934,2,"173.934,68429.56790000005,68603.50190000005"
2015,Qtr 2,June,7,0.49799999999999867,4,"0.49799999999999867,68603.50190000005,68603.99990000005"
2015,Qtr 2,June,9,86.00640000000003,7,"86.00640000000003,68307.65050000005,68393.65690000005"
2015,Qtr 2,June,11,-60.600400000000015,13,"-60.600400000000015,68393.65690000005,68333.05650000005"
2015,Qtr 2,June,13,395.69410000000005,10,"395.69410000000005,68360.80230000005,68756.49640000005"
2015,Qtr 2,June,14,5.1072,1,"5.1072,68756.49640000005,68761.60360000005"
2015,Qtr 2,June,15,-20.1443,6,"-20.1443,68761.60360000005,68741.45930000005"
2015,Qtr 2,June,16,1173.3926,6,"1173.3926,68741.45930000005,69914.85190000005"
2015,Qtr 2,June,18,344.1388,14,"344.1388,69914.85190000005,70258.99070000005"
2015,Qtr 2,June,19,101.6172,6,"101.6172,70258.99070000005,70360.60790000005"
2015,Qtr 2,June,20,255.459,4,"255.459,70360.60790000005,70616.06690000005"
2015,Qtr 2,June,21,37.7916,1,"37.7916,70616.06690000005,70653.85850000005"
2015,Qtr 2,June,23,154.5192,7,"154.5192,70587.13720000004,70741.65640000004"
2015,Qtr 2,June,26,308.0027,7,"308.0027,70830.04270000003,71138.04540000003"
2015,Qtr 2,June,28,-225.4028,6,"-225.4028,71138.04540000003,70912.64260000004"
2015,Qtr 2,June,1,300.47860000000003,7,"300.47860000000003,67664.28090000006,67964.75950000006"
2015,Qtr 2,June,8,-296.34939999999995,9,"-296.34939999999995,68603.99990000005,68307.65050000005"
2015,Qtr 2,June,12,27.745799999999996,5,"27.745799999999996,68333.05650000005,68360.80230000005"
2015,Qtr 2,June,22,-66.72129999999993,3,"-66.72129999999993,70653.85850000005,70587.13720000004"
2015,Qtr 2,June,25,88.3863,10,"88.3863,70741.65640000004,70830.04270000003"
2015,Qtr 2,June,29,87.1955,4,"87.1955,70912.64260000004,70999.83810000004"
2015,Qtr 3,July,3,179.01670000000001,5,"179.01670000000001,70949.01359999996,71128.03029999995"
2015,Qtr 3,July,4,297.9044,3,"297.9044,71128.03029999995,71425.93469999995"
2015,Qtr 3,July,5,8.635099999999998,7,"8.635099999999998,71425.93469999995,71434.56979999995"
2015,Qtr 3,July,6,275.763,7,"275.763,71434.56979999995,71710.33279999996"
2015,Qtr 3,July,9,416.8136,14,"416.8136,71716.93279999997,72133.74639999996"
2015,Qtr 3,July,10,10.73,2,"10.73,72133.74639999996,72144.47639999996"
2015,Qtr 3,July,11,268.6297,11,"268.6297,72144.47639999996,72413.10609999996"
2015,Qtr 3,July,13,282.9552,5,"282.9552,72553.80759999996,72836.76279999995"
2015,Qtr 3,July,14,-199.99999999999997,4,"-199.99999999999997,72836.76279999995,72636.76279999995"
2015,Qtr 3,July,16,203.53549999999998,7,"203.53549999999998,72636.76279999995,72840.29829999995"
2015,Qtr 3,July,18,218.4631,5,"218.4631,72837.76209999995,73056.22519999994"
2015,Qtr 3,July,19,-1.35,1,"-1.35,73056.22519999994,73054.87519999994"
2015,Qtr 3,July,20,109.84820000000009,10,"109.84820000000009,73054.87519999994,73164.72339999993"
2015,Qtr 3,July,23,74.601,3,"74.601,73164.72339999993,73239.32439999992"
2015,Qtr 3,July,26,-71.34029999999998,7,"-71.34029999999998,73613.70489999992,73542.36459999993"
2015,Qtr 3,July,27,0.2997,1,"0.2997,73542.36459999993,73542.66429999993"
2015,Qtr 3,July,30,143.9366,5,"143.9366,73542.66429999993,73686.60089999993"
2015,Qtr 3,July,31,601.8855,5,"601.8855,73686.60089999993,74288.48639999994"
2015,Qtr 3,July,2,-50.82450000000012,13,"-50.82450000000012,70999.83809999996,70949.01359999996"
2015,Qtr 3,July,8,6.6,1,"6.6,71710.33279999996,71716.93279999997"
2015,Qtr 3,July,12,140.7015,8,"140.7015,72413.10609999996,72553.80759999996"
2015,Qtr 3,July,17,-2.536199999999999,4,"-2.536199999999999,72840.29829999995,72837.76209999995"
2015,Qtr 3,July,24,174.0094,4,"174.0094,73239.32439999992,73413.33379999992"
2015,Qtr 3,July,25,200.37109999999998,8,"200.37109999999998,73413.33379999992,73613.70489999992"
2015,Qtr 3,August,5,-19.77000000000001,4,"-19.77000000000001,74078.81509999999,74059.04509999999"
2015,Qtr 3,August,6,-81.3505,5,"-81.3505,74059.04509999999,73977.69459999999"
2015,Qtr 3,August,7,245.8333,8,"245.8333,73977.69459999999,74223.52789999999"
2015,Qtr 3,August,9,1061.5805,17,"1061.5805,74523.57229999999,75585.15279999998"
2015,Qtr 3,August,10,85.20669999999998,7,"85.20669999999998,75585.15279999998,75670.35949999998"
2015,Qtr 3,August,11,49.7245,3,"49.7245,75670.35949999998,75720.08399999997"
2015,Qtr 3,August,13,55.838499999999996,6,"55.838499999999996,75720.08399999997,75775.92249999997"
2015,Qtr 3,August,15,108.5013,3,"108.5013,75775.92249999997,75884.42379999998"
2015,Qtr 3,August,16,1.6121000000000123,13,"1.6121000000000123,75884.42379999998,75886.03589999997"
2015,Qtr 3,August,21,-147.1878,16,"-147.1878,75886.51829999997,75739.33049999997"
2015,Qtr 3,August,23,359.47729999999996,11,"359.47729999999996,75763.21609999996,76122.69339999996"
2015,Qtr 3,August,27,156.97589999999997,5,"156.97589999999997,77599.61619999996,77756.59209999997"
2015,Qtr 3,August,28,1420.1492,10,"1420.1492,77756.59209999997,79176.74129999997"
2015,Qtr 3,August,31,420.4669,7,"420.4669,79223.82789999996,79644.29479999996"
2015,Qtr 3,August,1,-172.5108,2,"-172.5108,74288.4864,74115.97559999999"
2015,Qtr 3,August,2,-37.1605,7,"-37.1605,74115.97559999999,74078.81509999999"
2015,Qtr 3,August,8,300.0444,7,"300.0444,74223.52789999999,74523.57229999999"
2015,Qtr 3,August,17,0.4823999999999913,5,"0.4823999999999913,75886.03589999997,75886.51829999997"
2015,Qtr 3,August,22,23.8856,2,"23.8856,75739.33049999997,75763.21609999996"
2015,Qtr 3,August,24,1469.2683999999997,14,"1469.2683999999997,76122.69339999996,77591.96179999996"
2015,Qtr 3,August,25,7.654399999999999,5,"7.654399999999999,77591.96179999996,77599.61619999996"
2015,Qtr 3,August,29,47.0866,2,"47.0866,79176.74129999997,79223.82789999996"
2015,Qtr 3,September,3,182.87880000000004,14,"182.87880000000004,80396.23759999993,80579.11639999994"
2015,Qtr 3,September,4,252.039,7,"252.039,80579.11639999994,80831.15539999995"
2015,Qtr 3,September,5,-31.056399999999975,9,"-31.056399999999975,80831.15539999995,80800.09899999994"
2015,Qtr 3,September,6,301.3426,10,"301.3426,80800.09899999994,81101.44159999995"
2015,Qtr 3,September,7,-39.062199999999976,14,"-39.062199999999976,81101.44159999995,81062.37939999995"
2015,Qtr 3,September,10,283.659,9,"283.659,81083.21379999995,81366.87279999995"
2015,Qtr 3,September,11,467.95910000000003,13,"467.95910000000003,81366.87279999995,81834.83189999996"
2015,Qtr 3,September,13,705.9920999999999,14,"705.9920999999999,81954.19949999996,82660.19159999996"
2015,Qtr 3,September,14,720.4735000000001,7,"720.4735000000001,82660.19159999996,83380.66509999995"
2015,Qtr 3,September,15,539.7909999999999,14,"539.7909999999999,83380.66509999995,83920.45609999995"
2015,Qtr 3,September,16,14.6264,1,"14.6264,83920.45609999995,83935.08249999995"
2015,Qtr 3,September,18,778.9322,14,"778.9322,82740.79929999994,83519.73149999994"
2015,Qtr 3,September,19,194.79919999999998,6,"194.79919999999998,83519.73149999994,83714.53069999993"
2015,Qtr 3,September,20,-905.3418,7,"-905.3418,83714.53069999993,82809.18889999994"
2015,Qtr 3,September,21,1297.1822,20,"1297.1822,82809.18889999994,84106.37109999993"
2015,Qtr 3,September,26,672.7522,20,"672.7522,86170.57209999992,86843.32429999992"
2015,Qtr 3,September,27,722.861,10,"722.861,86843.32429999992,87566.18529999992"
2015,Qtr 3,September,28,287.27219999999994,11,"287.27219999999994,87566.18529999992,87853.45749999993"
2015,Qtr 3,September,1,751.9428,7,"751.9428,79644.29479999993,80396.23759999993"
2015,Qtr 3,September,8,20.8344,3,"20.8344,81062.37939999995,81083.21379999995"
2015,Qtr 3,September,12,119.3676,9,"119.3676,81834.83189999996,81954.19949999996"
2015,Qtr 3,September,17,-1194.2832,23,"-1194.2832,83935.08249999995,82740.79929999994"
2015,Qtr 3,September,22,29.083499999999884,11,"29.083499999999884,84106.37109999993,84135.45459999992"
2015,Qtr 3,September,24,1176.4350000000002,19,"1176.4350000000002,84135.45459999992,85311.88959999992"
2015,Qtr 3,September,25,858.6825,21,"858.6825,85311.88959999992,86170.57209999992"
2015,Qtr 4,October,3,-20.20920000000001,6,"-20.20920000000001,88313.92529999997,88293.71609999998"
2015,Qtr 4,October,4,63.985,4,"63.985,88293.71609999998,88357.70109999998"
2015,Qtr 4,October,5,-21.292800000000007,7,"-21.292800000000007,88357.70109999998,88336.40829999998"
2015,Qtr 4,October,9,561.5941,12,"561.5941,88328.74379999998,88890.33789999998"
2015,Qtr 4,October,10,-354.44759999999997,5,"-354.44759999999997,88890.33789999998,88535.89029999998"
2015,Qtr 4,October,11,-378.27810000000005,3,"-378.27810000000005,88535.89029999998,88157.61219999999"
2015,Qtr 4,October,13,101.18539999999999,2,"101.18539999999999,88470.15499999998,88571.34039999999"
2015,Qtr 4,October,15,-332.0803,8,"-332.0803,88571.34039999999,88239.26009999998"
2015,Qtr 4,October,16,214.4922,1,"214.4922,88239.26009999998,88453.75229999998"
2015,Qtr 4,October,18,-155.4814,5,"-155.4814,88457.64629999998,88302.16489999997"
2015,Qtr 4,October,19,633.5718,6,"633.5718,88302.16489999997,88935.73669999998"
2015,Qtr 4,October,20,155.3014,5,"155.3014,88935.73669999998,89091.03809999998"
2015,Qtr 4,October,23,352.1440999999999,15,"352.1440999999999,89084.26929999997,89436.41339999998"
2015,Qtr 4,October,26,-59.066199999999974,8,"-59.066199999999974,89392.29709999998,89333.23089999998"
2015,Qtr 4,October,28,36.8692,4,"36.8692,89333.23089999998,89370.10009999998"
2015,Qtr 4,October,30,550.7929,7,"550.7929,89489.44369999997,90040.23659999997"
2015,Qtr 4,October,31,630.5869000000001,17,"630.5869000000001,90040.23659999997,90670.82349999997"
2015,Qtr 4,October,1,169.7002,6,"169.7002,87853.45749999996,88023.15769999997"
2015,Qtr 4,October,2,290.7676,15,"290.7676,88023.15769999997,88313.92529999997"
2015,Qtr 4,October,8,-7.664499999999997,3,"-7.664499999999997,88336.40829999998,88328.74379999998"
2015,Qtr 4,October,12,312.5428,11,"312.5428,88157.61219999999,88470.15499999998"
2015,Qtr 4,October,17,3.89399999999999,1,"3.89399999999999,88453.75229999998,88457.64629999998"
2015,Qtr 4,October,22,-6.768800000000001,2,"-6.768800000000001,89091.03809999998,89084.26929999997"
2015,Qtr 4,October,24,-140.5054000000001,5,"-140.5054000000001,89436.41339999998,89295.90799999998"
2015,Qtr 4,October,25,96.38910000000004,6,"96.38910000000004,89295.90799999998,89392.29709999998"
2015,Qtr 4,October,29,119.3436,2,"119.3436,89370.10009999998,89489.44369999997"
2015,Qtr 4,November,3,371.94719999999995,5,"371.94719999999995,92352.26030000004,92724.20750000003"
2015,Qtr 4,November,5,113.24300000000001,8,"113.24300000000001,92724.20750000003,92837.45050000004"
2015,Qtr 4,November,6,-1.0427999999999997,2,"-1.0427999999999997,92837.45050000004,92836.40770000004"
2015,Qtr 4,November,7,-957.6868,14,"-957.6868,92836.40770000004,91878.72090000004"
2015,Qtr 4,November,9,1442.5109,13,"1442.5109,95885.35760000005,97327.86850000004"
2015,Qtr 4,November,10,929.9649999999999,8,"929.9649999999999,97327.86850000004,98257.83350000004"
2015,Qtr 4,November,11,163.9204,2,"163.9204,98257.83350000004,98421.75390000004"
2015,Qtr 4,November,13,205.98509999999965,21,"205.98509999999965,98445.21640000003,98651.20150000004"
2015,Qtr 4,November,14,573.2890999999998,13,"573.2890999999998,98651.20150000004,99224.49060000003"
2015,Qtr 4,November,15,-37.52529999999999,8,"-37.52529999999999,99224.49060000003,99186.96530000004"
2015,Qtr 4,November,16,884.1846,12,"884.1846,99186.96530000004,100071.14990000003"
2015,Qtr 4,November,19,283.2596,4,"283.2596,100688.92060000003,100972.18020000003"
2015,Qtr 4,November,20,-224.60039999999998,25,"-224.60039999999998,100972.18020000003,100747.57980000004"
2015,Qtr 4,November,21,-209.56779999999986,21,"-209.56779999999986,100747.57980000004,100538.01200000003"
2015,Qtr 4,November,23,960.7959999999999,10,"960.7959999999999,100469.44390000003,101430.23990000003"
2015,Qtr 4,November,26,492.1915,6,"492.1915,101820.51190000003,102312.70340000003"
2015,Qtr 4,November,27,62.72519999999999,17,"62.72519999999999,102312.70340000003,102375.42860000003"
2015,Qtr 4,November,28,118.69299999999997,13,"118.69299999999997,102375.42860000003,102494.12160000003"
2015,Qtr 4,November,30,72.66009999999999,15,"72.66009999999999,103072.95180000002,103145.61190000002"
2015,Qtr 4,November,1,922.0565,12,"922.0565,90670.82350000003,91592.88000000003"
2015,Qtr 4,November,2,759.3803,11,"759.3803,91592.88000000003,92352.26030000004"
2015,Qtr 4,November,8,4006.6367,27,"4006.6367,91878.72090000004,95885.35760000005"
2015,Qtr 4,November,12,23.4625,11,"23.4625,98421.75390000004,98445.21640000003"
2015,Qtr 4,November,17,617.7707,11,"617.7707,100071.14990000003,100688.92060000003"
2015,Qtr 4,November,22,-68.5681,14,"-68.5681,100538.01200000003,100469.44390000003"
2015,Qtr 4,November,24,388.796,10,"388.796,101430.23990000003,101819.03590000003"
2015,Qtr 4,November,25,1.476,1,"1.476,101819.03590000003,101820.51190000003"
2015,Qtr 4,November,29,578.8302,10,"578.8302,102494.12160000003,103072.95180000002"
2015,Qtr 4,December,3,-105.91659999999996,12,"-105.91659999999996,104098.72089999997,103992.80429999997"
2015,Qtr 4,December,4,-182.6604000000001,16,"-182.6604000000001,103992.80429999997,103810.14389999998"
2015,Qtr 4,December,5,217.5366,12,"217.5366,103810.14389999998,104027.68049999999"
2015,Qtr 4,December,6,931.1059999999999,24,"931.1059999999999,104027.68049999999,104958.78649999999"
2015,Qtr 4,December,7,382.4588,9,"382.4588,104958.78649999999,105341.24529999998"
2015,Qtr 4,December,9,16.6698,1,"16.6698,105684.01979999998,105700.68959999998"
2015,Qtr 4,December,10,761.9428000000001,20,"761.9428000000001,105700.68959999998,106462.63239999999"
2015,Qtr 4,December,11,-70.13260000000001,18,"-70.13260000000001,106462.63239999999,106392.49979999999"
2015,Qtr 4,December,13,175.9253,9,"175.9253,106782.61429999999,106958.53959999999"
2015,Qtr 4,December,14,132.4591,12,"132.4591,106958.53959999999,107090.99869999998"
2015,Qtr 4,December,15,-1524.4945000000002,9,"-1524.4945000000002,107090.99869999998,105566.50419999998"
2015,Qtr 4,December,16,2.3406,1,"2.3406,105566.50419999998,105568.84479999998"
2015,Qtr 4,December,18,-84.307,7,"-84.307,105896.40369999998,105812.09669999998"
2015,Qtr 4,December,19,1201.5649999999998,14,"1201.5649999999998,105812.09669999998,107013.66169999998"
2015,Qtr 4,December,20,66.46679999999999,11,"66.46679999999999,107013.66169999998,107080.12849999998"
2015,Qtr 4,December,21,679.7548,11,"679.7548,107080.12849999998,107759.88329999997"
2015,Qtr 4,December,23,56.3528,1,"56.3528,107766.52649999998,107822.87929999997"
2015,Qtr 4,December,26,4.522199999999998,4,"4.522199999999998,110143.29479999997,110147.81699999998"
2015,Qtr 4,December,27,82.69459999999984,22,"82.69459999999984,110147.81699999998,110230.51159999998"
2015,Qtr 4,December,28,2.9105999999999996,2,"2.9105999999999996,110230.51159999998,110233.42219999999"
2015,Qtr 4,December,30,490.60380000000004,5,"490.60380000000004,110233.48579999998,110724.08959999998"
2015,Qtr 4,December,31,438.4882,11,"438.4882,110724.08959999998,111162.57779999998"
2015,Qtr 4,December,1,953.109,14,"953.109,103145.61189999997,104098.72089999997"
2015,Qtr 4,December,8,342.7745,6,"342.7745,105341.24529999998,105684.01979999998"
2015,Qtr 4,December,12,390.1145,14,"390.1145,106392.49979999999,106782.61429999999"
2015,Qtr 4,December,17,327.55889999999994,12,"327.55889999999994,105568.84479999998,105896.40369999998"
2015,Qtr 4,December,22,6.6432,3,"6.6432,107759.88329999997,107766.52649999998"
2015,Qtr 4,December,24,1414.2555999999997,19,"1414.2555999999997,107822.87929999997,109237.13489999998"
2015,Qtr 4,December,25,906.1598999999999,16,"906.1598999999999,109237.13489999998,110143.29479999997"
