Orders.Category,Orders.City,CountNonNull(Orders.Row ID),
Office Supplies,Rock Hill,3745,NaN
Office Supplies,Rockford,50318,NaN
Office Supplies,Rockville,16379,NaN
Office Supplies,Rogers,5387,NaN
Office Supplies,Rome,23534,NaN
Office Supplies,Romeoville,8981,NaN
Office Supplies,Roseville,113717,NaN
Office Supplies,Roswell,37874,NaN
Office Supplies,Round Rock,11353,NaN
Office Supplies,Royal Oak,6124,NaN
Office Supplies,Sacramento,38082,NaN
Office Supplies,Saginaw,837,NaN
Office Supplies,Saint Charles,26479,NaN
Office Supplies,Saint Louis,27396,NaN
Office Supplies,Saint Paul,99,NaN
Office Supplies,Saint Petersburg,68369,NaN
Office Supplies,Salem,131097,NaN
Office Supplies,Salinas,9603,NaN
Office Supplies,Salt Lake City,39077,NaN
Office Supplies,San Angelo,8113,NaN
Office Supplies,San Antonio,127292,NaN
Office Supplies,San Bernardino,44437,NaN
Office Supplies,San Clemente,19337,NaN
Office Supplies,San Diego,419704,NaN
Office Supplies,San Francisco,1555392,"1555392,4924486,6479878"
Office Supplies,San Gabriel,4377,NaN
Office Supplies,San Jose,150943,NaN
Office Supplies,San Luis Obispo,9702,NaN
Office Supplies,San Marcos,17166,NaN
Office Supplies,San Mateo,3216,NaN
Office Supplies,Sandy Springs,61428,NaN
Office Supplies,Sanford,8564,NaN
Office Supplies,Santa Ana,50777,NaN
Office Supplies,Santa Barbara,30558,NaN
Office Supplies,Santa Clara,36388,NaN
Office Supplies,Santa Fe,9306,NaN
Office Supplies,Santa Maria,6140,NaN
Office Supplies,Scottsdale,30998,NaN
Office Supplies,Seattle,1233067,NaN
Office Supplies,Sheboygan,23967,NaN
Office Supplies,Shelton,8385,NaN
Office Supplies,Sierra Vista,1295,NaN
Office Supplies,Sioux Falls,15390,NaN
Office Supplies,Skokie,26339,NaN
Office Supplies,Smyrna,77427,NaN
Office Supplies,South Bend,9264,NaN
Office Supplies,Southaven,20129,NaN
Office Supplies,Sparks,12542,NaN
Office Supplies,Spokane,24863,NaN
Office Supplies,Springdale,9761,NaN
Office Supplies,Springfield,492430,NaN
Office Supplies,Sterling Heights,10267,NaN
Office Supplies,Stockton,16178,NaN
Office Supplies,Suffolk,40521,NaN
Office Supplies,Summerville,2594,NaN
Office Supplies,Sunnyvale,27142,NaN
Office Supplies,Superior,47557,NaN
Office Supplies,Tallahassee,63064,NaN
Office Supplies,Tamarac,7121,NaN
Office Supplies,Tampa,104144,NaN
Office Supplies,Taylor,306,NaN
Office Supplies,Temecula,3289,NaN
Office Supplies,Tempe,22862,NaN
Office Supplies,The Colony,12871,NaN
Office Supplies,Thomasville,6851,NaN
Office Supplies,Thornton,32077,NaN
Office Supplies,Thousand Oaks,16477,NaN
Office Supplies,Tigard,11436,NaN
Office Supplies,Toledo,77221,NaN
Office Supplies,Torrance,7781,NaN
Office Supplies,Trenton,25524,NaN
Office Supplies,Troy,75052,NaN
Office Supplies,Tucson,49654,NaN
Office Supplies,Tulsa,83984,NaN
Office Supplies,Tuscaloosa,4937,NaN
Office Supplies,Twin Falls,8783,NaN
Office Supplies,Tyler,2194,NaN
Office Supplies,Urbandale,4452,NaN
Office Supplies,Utica,23274,NaN
Office Supplies,Vacaville,2751,NaN
Office Supplies,Vallejo,8836,NaN
Office Supplies,Vancouver,1001,NaN
Office Supplies,Vineland,25209,NaN
Office Supplies,Virginia Beach,41370,NaN
Office Supplies,Visalia,22395,NaN
Office Supplies,Waco,33377,NaN
Office Supplies,Warner Robins,2341,NaN
Office Supplies,Warwick,5154,NaN
Office Supplies,Washington,12384,NaN
Office Supplies,Waterbury,44626,NaN
Office Supplies,Waterloo,6231,NaN
Office Supplies,Watertown,32891,NaN
Office Supplies,Waukesha,2772,NaN
Office Supplies,Wausau,19330,NaN
Office Supplies,Waynesboro,12881,NaN
Office Supplies,West Allis,3764,NaN
Office Supplies,West Jordan,9082,NaN
Office Supplies,West Palm Beach,17117,NaN
Office Supplies,Westfield,5955,NaN
Office Supplies,Westland,51359,NaN
Office Supplies,Westminster,79215,NaN
Office Supplies,Wheeling,33277,NaN
Office Supplies,Wichita,23433,NaN
Office Supplies,Wilmington,127514,NaN
Office Supplies,Wilson,40741,NaN
Office Supplies,Woodbury,19436,NaN
Office Supplies,Woodland,6379,NaN
Office Supplies,Woodstock,15337,NaN
Office Supplies,Woonsocket,15458,NaN
Office Supplies,Yonkers,43891,NaN
Office Supplies,York,21246,NaN
Office Supplies,Yucaipa,3348,NaN
Office Supplies,Yuma,12911,NaN
