Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Profit),,CountNonNull(Orders.Country),Min(Orders.Segment)
2016,Qtr 4,October,23,192.2002,"4,5907,5911",4,Corporate
2016,Qtr 4,October,8,-51.990400000000044,"4,5803,5807",4,Consumer
2016,Qtr 4,October,7,79.40800000000004,"5,5798,5803",5,Consumer
2016,Qtr 4,October,29,39.41839999999999,"4,5944,5948",4,Consumer
2016,Qtr 4,October,15,598.941,"13,5850,5863",13,Corporate
2016,Qtr 4,October,30,46.94780000000001,"4,5948,5952",4,Consumer
2016,Qtr 4,October,14,981.5369999999998,"10,5840,5850",10,Consumer
2016,Qtr 4,October,22,57.26579999999999,"5,5902,5907",5,Consumer
2016,Qtr 4,October,25,78.39600000000004,"1,5917,5918",1,Corporate
2016,Qtr 4,October,10,-219.89890000000008,"7,5812,5819",7,Consumer
2016,Qtr 4,October,13,-397.0627000000001,"19,5821,5840",19,Consumer
2016,Qtr 4,October,4,2658.3198000000007,"7,5786,5793",7,Consumer
2016,Qtr 4,October,31,450.3262000000001,"8,5952,5960",8,Consumer
2016,Qtr 4,December,17,4653.9969,"7,6541,6548",7,Consumer
2016,Qtr 4,December,26,155.94160000000005,"13,6635,6648",13,Consumer
2016,Qtr 4,December,9,340.0392999999999,"17,6444,6461",17,Consumer
2016,Qtr 4,December,24,323.5229,"8,6608,6616",8,Consumer
2016,Qtr 4,December,2,992.4431999999997,"17,6353,6370",17,Consumer
2016,Qtr 4,December,3,1065.8562000000002,"16,6370,6386",16,Consumer
2016,Qtr 4,December,27,16.758599999999895,"7,6648,6655",7,Consumer
2016,Qtr 4,December,6,1017.2350999999999,"18,6411,6429",18,Consumer
2016,Qtr 4,December,20,38.530800000000006,"4,6576,6580",4,Consumer
2016,Qtr 4,December,16,8.463699999999951,"5,6536,6541",5,Consumer
2016,Qtr 4,December,5,1468.7368999999999,"16,6395,6411",16,Consumer
2016,Qtr 4,December,1,1652.8648000000003,"23,6330,6353",23,Consumer
2016,Qtr 4,December,11,425.9721999999998,"28,6475,6503",28,Consumer
2016,Qtr 4,December,18,727.4943999999998,"21,6548,6569",21,Consumer
2016,Qtr 4,December,23,1008.2603999999991,"20,6588,6608",20,Consumer
2016,Qtr 4,December,8,146.97029999999978,"15,6429,6444",15,Consumer
2016,Qtr 4,December,29,192.49550000000002,"12,6655,6667",12,Consumer
2016,Qtr 4,December,15,27.61860000000013,"7,6529,6536",7,Consumer
2016,Qtr 4,December,30,146.86319999999998,"8,6667,6675",8,Consumer
2016,Qtr 4,December,14,315.54130000000004,"9,6520,6529",9,Consumer
2016,Qtr 4,December,22,228.1434,"8,6580,6588",8,Consumer
2016,Qtr 4,December,12,482.0631999999999,"13,6503,6516",13,Consumer
2016,Qtr 4,December,25,1393.3961,"19,6616,6635",19,Consumer
2016,Qtr 4,December,10,1020.2983,"14,6461,6475",14,Consumer
2016,Qtr 4,December,13,72.15540000000004,"4,6516,6520",4,Consumer
2016,Qtr 4,December,19,-251.3853,"7,6569,6576",7,Consumer
2016,Qtr 4,December,4,146.7888,"9,6386,6395",9,Consumer
2016,Qtr 4,December,31,68.24350000000003,"7,6675,6682",7,Consumer
2016,Qtr 3,September,17,492.8203,"14,5615,5629",14,Consumer
2016,Qtr 3,September,26,-415.5319000000003,"17,5729,5746",17,Consumer
2016,Qtr 3,September,9,12.1616,"3,5545,5548",3,Consumer
2016,Qtr 3,September,24,-556.9555000000001,"12,5697,5709",12,Consumer
2016,Qtr 3,September,2,750.1166999999998,"26,5421,5447",26,Consumer
2016,Qtr 3,September,3,-755.7506000000003,"13,5447,5460",13,Consumer
2016,Qtr 3,September,27,-88.56019999999998,"5,5746,5751",5,Consumer
2016,Qtr 3,September,6,204.64179999999988,"8,5516,5524",8,Consumer
2016,Qtr 3,September,20,377.3805999999999,"10,5660,5670",10,Consumer
2016,Qtr 3,September,16,28.461799999999982,"4,5611,5615",4,Corporate
2016,Qtr 3,September,5,425.5153999999999,"38,5478,5516",38,Consumer
2016,Qtr 3,September,1,1896.7401999999997,"20,5401,5421",20,Consumer
2016,Qtr 3,September,28,30.979999999999993,"1,5751,5752",1,Corporate
2016,Qtr 3,September,11,1353.6501999999998,"17,5559,5576",17,Consumer
2016,Qtr 3,September,18,359.34599999999983,"15,5629,5644",15,Consumer
2016,Qtr 3,September,23,92.77649999999997,"13,5684,5697",13,Consumer
2016,Qtr 3,September,8,-375.6300000000001,"21,5524,5545",21,Consumer
2016,Qtr 3,September,29,235.40620000000004,"10,5752,5762",10,Consumer
2016,Qtr 3,September,15,601.9099,"7,5604,5611",7,Consumer
2016,Qtr 3,September,30,-29.436599999999984,"2,5762,5764",2,Consumer
2016,Qtr 3,September,14,396.3846,"3,5601,5604",3,Consumer
2016,Qtr 3,September,22,156.2421,"14,5670,5684",14,Consumer
2016,Qtr 3,September,12,452.8073999999999,"15,5576,5591",15,Consumer
2016,Qtr 3,September,25,335.5551999999999,"20,5709,5729",20,Consumer
2016,Qtr 3,September,10,250.43040000000002,"11,5548,5559",11,Consumer
2016,Qtr 3,September,13,696.2946999999999,"10,5591,5601",10,Consumer
2016,Qtr 3,September,19,936.3999999999999,"16,5644,5660",16,Consumer
2016,Qtr 3,September,4,1464.5007999999998,"18,5460,5478",18,Consumer
2016,Qtr 3,August,17,5.695599999999999,"1,5298,5299",1,Consumer
2016,Qtr 3,August,26,748.6752,"20,5345,5365",20,Consumer
2016,Qtr 3,August,9,67.22459999999994,"5,5254,5259",5,Consumer
2016,Qtr 3,August,2,53.41380000000001,"3,5229,5232",3,Corporate
2016,Qtr 3,August,3,61.74300000000001,"2,5232,5234",2,Consumer
2016,Qtr 3,August,27,196.3329,"13,5365,5378",13,Consumer
2016,Qtr 3,August,6,67.5102,"3,5243,5246",3,Consumer
2016,Qtr 3,August,20,3.9906000000000006,"1,5308,5309",1,Home Office
2016,Qtr 3,August,16,32.7522,"3,5295,5298",3,Consumer
2016,Qtr 3,August,5,59.11499999999998,"1,5242,5243",1,Corporate
2016,Qtr 3,August,1,114.53360000000005,"4,5225,5229",4,Consumer
2016,Qtr 3,August,28,-89.64470000000003,"6,5378,5384",6,Consumer
2016,Qtr 3,August,21,18.43179999999984,"12,5309,5321",12,Consumer
2016,Qtr 3,August,11,70.4852,"3,5259,5262",3,Home Office
2016,Qtr 3,August,18,132.1081,"6,5299,5305",6,Consumer
2016,Qtr 3,August,23,230.88450000000003,"16,5329,5345",16,Consumer
2016,Qtr 3,August,8,180.92659999999998,"7,5247,5254",7,Consumer
2016,Qtr 3,August,7,86.38560000000001,"1,5246,5247",1,Corporate
2016,Qtr 3,August,29,-121.17700000000002,"9,5384,5393",9,Corporate
2016,Qtr 3,August,15,175.27320000000006,"10,5285,5295",10,Consumer
2016,Qtr 3,August,30,-258.36280000000016,"7,5393,5400",7,Consumer
2016,Qtr 3,August,14,-8.07380000000002,"6,5279,5285",6,Consumer
2016,Qtr 3,August,22,46.672999999999995,"8,5321,5329",8,Consumer
2016,Qtr 3,August,12,14.874599999999845,"7,5262,5269",7,Consumer
2016,Qtr 3,August,13,-82.30520000000004,"10,5269,5279",10,Consumer
2016,Qtr 3,August,19,154.1413,"3,5305,5308",3,Consumer
2016,Qtr 3,August,4,98.0654,"8,5234,5242",8,Consumer
2016,Qtr 3,August,31,2.396799999999999,"1,5400,5401",1,Consumer
2016,Qtr 3,July,17,625.6817000000002,"17,5114,5131",17,Consumer
2016,Qtr 3,July,9,87.40960000000001,"2,5073,5075",2,Corporate
2016,Qtr 3,July,24,52.24359999999997,"2,5183,5185",2,Consumer
2016,Qtr 3,July,2,37.1906,"4,5032,5036",4,Consumer
2016,Qtr 3,July,3,242.9458,"4,5036,5040",4,Consumer
2016,Qtr 3,July,20,43.175999999999995,"1,5151,5152",1,Consumer
2016,Qtr 3,July,16,-65.54600000000008,"12,5102,5114",12,Consumer
2016,Qtr 3,July,1,545.6345999999999,"8,5024,5032",8,Consumer
2016,Qtr 3,July,28,-1307.0702,"8,5204,5212",8,Consumer
2016,Qtr 3,July,21,205.748,"9,5152,5161",9,Consumer
2016,Qtr 3,July,18,99.53099999999988,"12,5131,5143",12,Consumer
2016,Qtr 3,July,23,-99.43890000000007,"10,5173,5183",10,Consumer
2016,Qtr 3,July,8,243.60909999999987,"11,5062,5073",11,Consumer
2016,Qtr 3,July,7,1007.9792000000001,"15,5047,5062",15,Consumer
2016,Qtr 3,July,29,-12.094700000000044,"4,5212,5216",4,Consumer
2016,Qtr 3,July,15,69.75399999999999,"3,5099,5102",3,Corporate
2016,Qtr 3,July,30,219.9664,"4,5216,5220",4,Consumer
2016,Qtr 3,July,14,350.7694999999999,"18,5081,5099",18,Consumer
2016,Qtr 3,July,22,276.6497,"12,5161,5173",12,Consumer
2016,Qtr 3,July,12,7.181999999999995,"1,5080,5081",1,Corporate
2016,Qtr 3,July,25,1109.2371000000003,"19,5185,5204",19,Consumer
2016,Qtr 3,July,10,-370.0612,"5,5075,5080",5,Consumer
2016,Qtr 3,July,19,500.51000000000005,"8,5143,5151",8,Consumer
2016,Qtr 3,July,4,293.1900999999999,"7,5040,5047",7,Consumer
2016,Qtr 3,July,31,268.68089999999995,"5,5220,5225",5,Consumer
2016,Qtr 1,March,17,708.7041,"7,4373,4380",7,Consumer
2016,Qtr 1,March,26,20.501699999999943,"5,4406,4411",5,Consumer
2016,Qtr 1,March,9,212.07860000000005,"5,4314,4319",5,Consumer
2016,Qtr 1,March,24,-204.0048,"4,4400,4404",4,Consumer
2016,Qtr 1,March,3,-383.7433000000003,"15,4272,4287",15,Consumer
2016,Qtr 1,March,27,35.8254,"3,4411,4414",3,Corporate
2016,Qtr 1,March,6,-389.1555,"7,4293,4300",7,Consumer
2016,Qtr 1,March,20,163.19509999999997,"7,4386,4393",7,Consumer
2016,Qtr 1,March,5,49.59429999999998,"2,4291,4293",2,Corporate
2016,Qtr 1,March,1,2267.4250999999995,"5,4267,4272",5,Consumer
2016,Qtr 1,March,28,11.659399999999998,"3,4414,4417",3,Consumer
2016,Qtr 1,March,21,-4.161000000000013,"5,4393,4398",5,Consumer
2016,Qtr 1,March,11,162.76579999999996,"6,4326,4332",6,Consumer
2016,Qtr 1,March,18,-7.760999999999925,"2,4380,4382",2,Consumer
2016,Qtr 1,March,8,216.53979999999996,"13,4301,4314",13,Consumer
2016,Qtr 1,March,7,1.5804,"1,4300,4301",1,Corporate
2016,Qtr 1,March,29,-8.992900000000049,"9,4417,4426",9,Consumer
2016,Qtr 1,March,15,61.35689999999994,"7,4366,4373",7,Corporate
2016,Qtr 1,March,30,5.5565999999999995,"1,4426,4427",1,Corporate
2016,Qtr 1,March,14,6.704199999999979,"7,4359,4366",7,Consumer
2016,Qtr 1,March,22,34.02159999999999,"2,4398,4400",2,Consumer
2016,Qtr 1,March,12,167.75730000000004,"7,4332,4339",7,Consumer
2016,Qtr 1,March,25,262.4714999999999,"2,4404,4406",2,Consumer
2016,Qtr 1,March,10,745.8322999999998,"7,4319,4326",7,Consumer
2016,Qtr 1,March,13,-543.3346000000001,"20,4339,4359",20,Consumer
2016,Qtr 1,March,19,-105.72619999999998,"4,4382,4386",4,Consumer
2016,Qtr 1,March,4,130.2479,"4,4287,4291",4,Consumer
2016,Qtr 1,March,31,-4.970700000000008,"3,4427,4430",3,Consumer
2016,Qtr 1,January,17,176.26819999999992,"4,4139,4143",4,Corporate
2016,Qtr 1,January,9,264.498,"3,4117,4120",3,Corporate
2016,Qtr 1,January,24,15.68,"1,4160,4161",1,Corporate
2016,Qtr 1,January,2,105.54099999999998,"2,4095,4097",2,Corporate
2016,Qtr 1,January,3,386.486,"6,4097,4103",6,Consumer
2016,Qtr 1,January,16,15.996500000000005,"2,4137,4139",2,Consumer
2016,Qtr 1,January,5,46.45680000000001,"3,4106,4109",3,Corporate
2016,Qtr 1,January,28,10.3168,"1,4167,4168",1,Corporate
2016,Qtr 1,January,21,70.25280000000001,"2,4143,4145",2,Consumer
2016,Qtr 1,January,11,25.083399999999997,"4,4123,4127",4,Home Office
2016,Qtr 1,January,23,474.03679999999997,"4,4156,4160",4,Consumer
2016,Qtr 1,January,8,449.1403000000001,"5,4112,4117",5,Consumer
2016,Qtr 1,January,7,8.139099999999996,"3,4109,4112",3,Consumer
2016,Qtr 1,January,15,196.12239999999997,"8,4129,4137",8,Consumer
2016,Qtr 1,January,30,-284.22460000000007,"10,4168,4178",10,Consumer
2016,Qtr 1,January,14,64.04600000000002,"2,4127,4129",2,Consumer
2016,Qtr 1,January,22,23.53090000000003,"11,4145,4156",11,Consumer
2016,Qtr 1,January,25,-65.85419999999999,"6,4161,4167",6,Corporate
2016,Qtr 1,January,10,55.365300000000005,"3,4120,4123",3,Consumer
2016,Qtr 1,January,4,40.4019999999999,"3,4103,4106",3,Corporate
2016,Qtr 1,January,31,747.5398,"6,4178,4184",6,Consumer
2016,Qtr 1,February,9,50.73780000000001,"2,4217,4219",2,Corporate
2016,Qtr 1,February,2,2753.7109999999993,"5,4186,4191",5,Consumer
2016,Qtr 1,February,3,225.264,"1,4191,4192",1,Consumer
2016,Qtr 1,February,27,71.08359999999999,"3,4262,4265",3,Consumer
2016,Qtr 1,February,6,-18.180799999999998,"1,4210,4211",1,Corporate
2016,Qtr 1,February,20,5.567399999999999,"1,4244,4245",1,Consumer
2016,Qtr 1,February,16,-71.02680000000008,"9,4230,4239",9,Consumer
2016,Qtr 1,February,5,721.2766,"15,4195,4210",15,Consumer
2016,Qtr 1,February,1,63.21619999999999,"2,4184,4186",2,Corporate
2016,Qtr 1,February,28,18.240000000000002,"1,4265,4266",1,Corporate
2016,Qtr 1,February,21,207.66449999999998,"11,4245,4256",11,Corporate
2016,Qtr 1,February,11,0.6992999999999991,"1,4219,4220",1,Corporate
2016,Qtr 1,February,23,21.591,"1,4260,4261",1,Corporate
2016,Qtr 1,February,8,126.8972999999998,"2,4215,4217",2,Corporate
2016,Qtr 1,February,7,74.2225,"4,4211,4215",4,Consumer
2016,Qtr 1,February,29,8.332800000000002,"1,4266,4267",1,Consumer
2016,Qtr 1,February,15,128.06019999999998,"2,4228,4230",2,Consumer
2016,Qtr 1,February,14,30.374699999999976,"5,4223,4228",5,Consumer
2016,Qtr 1,February,22,213.2609,"4,4256,4260",4,Consumer
2016,Qtr 1,February,12,182.99800000000002,"2,4220,4222",2,Consumer
2016,Qtr 1,February,25,17.52,"1,4261,4262",1,Consumer
2016,Qtr 1,February,13,73.41,"1,4222,4223",1,Home Office
2016,Qtr 1,February,19,68.46249999999998,"5,4239,4244",5,Consumer
2016,Qtr 1,February,4,31.196799999999996,"3,4192,4195",3,Consumer
2016,Qtr 2,June,17,277.3226999999998,"18,4926,4944",18,Consumer
2016,Qtr 2,June,26,428.85599999999994,"16,4993,5009",16,Consumer
2016,Qtr 2,June,9,179.1381,"4,4871,4875",4,Consumer
2016,Qtr 2,June,24,720.6927999999997,"6,4981,4987",6,Consumer
2016,Qtr 2,June,2,23.579599999999996,"4,4825,4829",4,Corporate
2016,Qtr 2,June,3,-1.777200000000004,"1,4829,4830",1,Corporate
2016,Qtr 2,June,27,17.0653999999999,"3,5009,5012",3,Consumer
2016,Qtr 2,June,6,1049.4815,"17,4850,4867",17,Consumer
2016,Qtr 2,June,20,153.8827,"17,4949,4966",17,Consumer
2016,Qtr 2,June,16,24.491,"3,4923,4926",3,Consumer
2016,Qtr 2,June,5,121.3312,"8,4842,4850",8,Consumer
2016,Qtr 2,June,28,226.2909,"8,5012,5020",8,Consumer
2016,Qtr 2,June,21,27.759199999999964,"4,4966,4970",4,Consumer
2016,Qtr 2,June,11,237.95510000000007,"8,4879,4887",8,Consumer
2016,Qtr 2,June,18,115.90739999999997,"4,4944,4948",4,Consumer
2016,Qtr 2,June,23,345.11149999999986,"11,4970,4981",11,Consumer
2016,Qtr 2,June,7,22.9219,"4,4867,4871",4,Home Office
2016,Qtr 2,June,29,19.188000000000002,"1,5020,5021",1,Consumer
2016,Qtr 2,June,15,54.21499999999998,"1,4922,4923",1,Consumer
2016,Qtr 2,June,30,300.46319999999986,"3,5021,5024",3,Consumer
2016,Qtr 2,June,14,326.62739999999997,"10,4912,4922",10,Consumer
2016,Qtr 2,June,12,282.5019,"22,4887,4909",22,Consumer
2016,Qtr 2,June,25,-112.1216,"6,4987,4993",6,Consumer
2016,Qtr 2,June,10,-183.58960000000016,"4,4875,4879",4,Consumer
2016,Qtr 2,June,13,114.93530000000001,"3,4909,4912",3,Consumer
2016,Qtr 2,June,19,8.0464,"1,4948,4949",1,Corporate
2016,Qtr 2,June,4,-29.897700000000018,"12,4830,4842",12,Consumer
2016,Qtr 2,May,17,16.380899999999972,"9,4701,4710",9,Consumer
2016,Qtr 2,May,26,70.63059999999989,"18,4754,4772",18,Consumer
2016,Qtr 2,May,9,9.508599999999802,"12,4659,4671",12,Consumer
2016,Qtr 2,May,24,115.45419999999999,"3,4748,4751",3,Home Office
2016,Qtr 2,May,2,58.107399999999956,"12,4606,4618",12,Consumer
2016,Qtr 2,May,3,-309.44660000000005,"9,4618,4627",9,Consumer
2016,Qtr 2,May,27,989.5656000000001,"7,4772,4779",7,Consumer
2016,Qtr 2,May,6,49.66329999999999,"7,4639,4646",7,Consumer
2016,Qtr 2,May,20,328.2993000000001,"5,4721,4726",5,Consumer
2016,Qtr 2,May,16,41.60099999999997,"4,4697,4701",4,Consumer
2016,Qtr 2,May,5,449.3112,"12,4627,4639",12,Consumer
2016,Qtr 2,May,1,-75.2426000000001,"6,4600,4606",6,Consumer
2016,Qtr 2,May,28,305.54580000000004,"10,4779,4789",10,Consumer
2016,Qtr 2,May,21,271.21090000000004,"7,4726,4733",7,Consumer
2016,Qtr 2,May,11,2.691,"1,4674,4675",1,Consumer
2016,Qtr 2,May,18,34.86059999999999,"2,4710,4712",2,Consumer
2016,Qtr 2,May,23,1262.189999999999,"7,4741,4748",7,Consumer
2016,Qtr 2,May,8,154.69850000000005,"7,4652,4659",7,Consumer
2016,Qtr 2,May,7,1322.1309999999999,"6,4646,4652",6,Consumer
2016,Qtr 2,May,29,291.99590000000006,"5,4789,4794",5,Consumer
2016,Qtr 2,May,15,273.30479999999994,"6,4691,4697",6,Consumer
2016,Qtr 2,May,30,1777.9958999999994,"25,4794,4819",25,Consumer
2016,Qtr 2,May,14,40.85750000000002,"9,4682,4691",9,Consumer
2016,Qtr 2,May,22,386.27470000000005,"8,4733,4741",8,Consumer
2016,Qtr 2,May,12,367.1883,"7,4675,4682",7,Consumer
2016,Qtr 2,May,25,167.6508,"3,4751,4754",3,Home Office
2016,Qtr 2,May,10,-115.75080000000011,"3,4671,4674",3,Consumer
2016,Qtr 2,May,19,325.79900000000004,"9,4712,4721",9,Consumer
2016,Qtr 2,May,31,49.66960000000003,"6,4819,4825",6,Consumer
2016,Qtr 2,April,17,57.51139999999997,"5,4530,4535",5,Consumer
2016,Qtr 2,April,26,62.782199999999975,"1,4591,4592",1,Home Office
2016,Qtr 2,April,9,156.44690000000003,"4,4486,4490",4,Consumer
2016,Qtr 2,April,24,218.4839999999999,"5,4583,4588",5,Consumer
2016,Qtr 2,April,2,378.274,"1,4447,4448",1,Corporate
2016,Qtr 2,April,3,66.83300000000003,"4,4448,4452",4,Consumer
2016,Qtr 2,April,6,336.635,"1,4461,4462",1,Home Office
2016,Qtr 2,April,16,2434.1031999999996,"7,4523,4530",7,Consumer
2016,Qtr 2,April,5,-177.31019999999995,"3,4458,4461",3,Consumer
2016,Qtr 2,April,1,485.77099999999996,"17,4430,4447",17,Consumer
2016,Qtr 2,April,28,27.95649999999994,"5,4592,4597",5,Consumer
2016,Qtr 2,April,21,-174.74280000000005,"6,4559,4565",6,Consumer
2016,Qtr 2,April,18,-61.64240000000002,"9,4535,4544",9,Consumer
2016,Qtr 2,April,23,244.18,"8,4575,4583",8,Consumer
2016,Qtr 2,April,8,-1680.9997000000005,"18,4468,4486",18,Consumer
2016,Qtr 2,April,7,546.7635,"6,4462,4468",6,Consumer
2016,Qtr 2,April,15,63.00729999999999,"8,4515,4523",8,Consumer
2016,Qtr 2,April,30,14.999600000000004,"3,4597,4600",3,Consumer
2016,Qtr 2,April,14,171.65859999999992,"5,4510,4515",5,Consumer
2016,Qtr 2,April,22,-826.5595999999999,"10,4565,4575",10,Consumer
2016,Qtr 2,April,12,59.43189999999994,"11,4498,4509",11,Consumer
2016,Qtr 2,April,25,-37.9432,"3,4588,4591",3,Consumer
2016,Qtr 2,April,10,158.1682,"8,4490,4498",8,Consumer
2016,Qtr 2,April,13,2.8763999999999994,"1,4509,4510",1,Consumer
2016,Qtr 2,April,19,194.77539999999996,"15,4544,4559",15,Consumer
2016,Qtr 2,April,4,256.3547,"6,4452,4458",6,Consumer
2015,Qtr 4,November,17,617.7706999999998,"11,3622,3633",11,Consumer
2015,Qtr 4,November,26,492.1915,"6,3718,3724",6,Corporate
2015,Qtr 4,November,9,1442.5108999999998,"13,3534,3547",13,Consumer
2015,Qtr 4,November,24,388.7960000000001,"10,3707,3717",10,Consumer
2015,Qtr 4,November,2,759.3802999999997,"11,3467,3478",11,Consumer
2015,Qtr 4,November,3,371.94720000000007,"5,3478,3483",5,Corporate
2015,Qtr 4,November,27,62.725199999999944,"17,3724,3741",17,Consumer
2015,Qtr 4,November,6,-1.0428000000000006,"2,3491,3493",2,Consumer
2015,Qtr 4,November,20,-224.6004000000001,"25,3637,3662",25,Consumer
2015,Qtr 4,November,16,884.1845999999998,"12,3610,3622",12,Corporate
2015,Qtr 4,November,5,113.24299999999998,"8,3483,3491",8,Consumer
2015,Qtr 4,November,1,922.0565,"12,3455,3467",12,Consumer
2015,Qtr 4,November,28,118.6929999999999,"13,3741,3754",13,Consumer
2015,Qtr 4,November,21,-209.56780000000015,"21,3662,3683",21,Consumer
2015,Qtr 4,November,11,163.92040000000003,"2,3555,3557",2,Corporate
2015,Qtr 4,November,23,960.7959999999999,"10,3697,3707",10,Consumer
2015,Qtr 4,November,8,4006.636699999999,"27,3507,3534",27,Consumer
2015,Qtr 4,November,7,-957.6868000000003,"14,3493,3507",14,Consumer
2015,Qtr 4,November,29,578.8301999999999,"10,3754,3764",10,Consumer
2015,Qtr 4,November,15,-37.52530000000002,"8,3602,3610",8,Corporate
2015,Qtr 4,November,30,72.6601,"15,3764,3779",15,Consumer
2015,Qtr 4,November,14,573.2891,"13,3589,3602",13,Consumer
2015,Qtr 4,November,22,-68.56810000000006,"14,3683,3697",14,Consumer
2015,Qtr 4,November,12,23.462499999999928,"11,3557,3568",11,Consumer
2015,Qtr 4,November,25,1.4759999999999982,"1,3717,3718",1,Consumer
2015,Qtr 4,November,10,929.9649999999999,"8,3547,3555",8,Consumer
2015,Qtr 4,November,13,205.98509999999976,"21,3568,3589",21,Consumer
2015,Qtr 4,November,19,283.2596,"4,3633,3637",4,Consumer
2015,Qtr 4,October,17,3.8939999999999912,"1,3372,3373",1,Consumer
2015,Qtr 4,October,26,-59.06620000000006,"8,3417,3425",8,Corporate
2015,Qtr 4,October,9,561.5940999999999,"12,3330,3342",12,Consumer
2015,Qtr 4,October,24,-140.5054,"5,3406,3411",5,Corporate
2015,Qtr 4,October,2,290.7676000000001,"15,3295,3310",15,Consumer
2015,Qtr 4,October,3,-20.209199999999992,"6,3310,3316",6,Consumer
2015,Qtr 4,October,20,155.3014,"5,3384,3389",5,Consumer
2015,Qtr 4,October,16,214.4922,"1,3371,3372",1,Corporate
2015,Qtr 4,October,5,-21.292799999999943,"7,3320,3327",7,Consumer
2015,Qtr 4,October,1,169.70020000000002,"6,3289,3295",6,Consumer
2015,Qtr 4,October,28,36.869200000000006,"4,3425,3429",4,Consumer
2015,Qtr 4,October,11,-378.27810000000005,"3,3347,3350",3,Consumer
2015,Qtr 4,October,18,-155.48140000000006,"5,3373,3378",5,Consumer
2015,Qtr 4,October,23,352.14410000000004,"15,3391,3406",15,Consumer
2015,Qtr 4,October,8,-7.664500000000004,"3,3327,3330",3,Consumer
2015,Qtr 4,October,29,119.3436,"2,3429,3431",2,Corporate
2015,Qtr 4,October,15,-332.0802999999999,"8,3363,3371",8,Consumer
2015,Qtr 4,October,30,550.7928999999999,"7,3431,3438",7,Consumer
2015,Qtr 4,October,22,-6.768800000000001,"2,3389,3391",2,Consumer
2015,Qtr 4,October,12,312.5427999999999,"11,3350,3361",11,Consumer
2015,Qtr 4,October,25,96.38910000000001,"6,3411,3417",6,Consumer
2015,Qtr 4,October,10,-354.4476,"5,3342,3347",5,Consumer
2015,Qtr 4,October,13,101.18540000000003,"2,3361,3363",2,Consumer
2015,Qtr 4,October,19,633.5718,"6,3378,3384",6,Consumer
2015,Qtr 4,October,4,63.98499999999997,"4,3316,3320",4,Consumer
2015,Qtr 4,October,31,630.5868999999999,"17,3438,3455",17,Consumer
2015,Qtr 4,December,17,327.55890000000005,"12,3956,3968",12,Consumer
2015,Qtr 4,December,26,4.522199999999984,"4,4050,4054",4,Consumer
2015,Qtr 4,December,9,16.6698,"1,3872,3873",1,Corporate
2015,Qtr 4,December,24,1414.2556,"19,4015,4034",19,Consumer
2015,Qtr 4,December,3,-105.91659999999985,"12,3793,3805",12,Consumer
2015,Qtr 4,December,27,82.69459999999987,"22,4054,4076",22,Consumer
2015,Qtr 4,December,6,931.1059999999998,"24,3833,3857",24,Consumer
2015,Qtr 4,December,20,66.46679999999992,"11,3989,4000",11,Consumer
2015,Qtr 4,December,16,2.3406000000000002,"1,3955,3956",1,Consumer
2015,Qtr 4,December,5,217.53659999999994,"12,3821,3833",12,Consumer
2015,Qtr 4,December,1,953.1089999999999,"14,3779,3793",14,Consumer
2015,Qtr 4,December,28,2.9105999999999934,"2,4076,4078",2,Consumer
2015,Qtr 4,December,21,679.7547999999999,"11,4000,4011",11,Consumer
2015,Qtr 4,December,11,-70.13259999999994,"18,3893,3911",18,Consumer
2015,Qtr 4,December,18,-84.30700000000002,"7,3968,3975",7,Consumer
2015,Qtr 4,December,23,56.352799999999974,"1,4014,4015",1,Consumer
2015,Qtr 4,December,8,342.7745000000001,"6,3866,3872",6,Corporate
2015,Qtr 4,December,7,382.4588,"9,3857,3866",9,Consumer
2015,Qtr 4,December,29,0.0636000000000001,"1,4078,4079",1,Consumer
2015,Qtr 4,December,15,-1524.4945000000005,"9,3946,3955",9,Consumer
2015,Qtr 4,December,30,490.60379999999964,"5,4079,4084",5,Consumer
2015,Qtr 4,December,14,132.45909999999995,"12,3934,3946",12,Consumer
2015,Qtr 4,December,22,6.643199999999997,"3,4011,4014",3,Corporate
2015,Qtr 4,December,12,390.1144999999999,"14,3911,3925",14,Consumer
2015,Qtr 4,December,25,906.1598999999997,"16,4034,4050",16,Consumer
2015,Qtr 4,December,10,761.9428,"20,3873,3893",20,Consumer
2015,Qtr 4,December,13,175.92529999999996,"9,3925,3934",9,Consumer
2015,Qtr 4,December,19,1201.565,"14,3975,3989",14,Consumer
2015,Qtr 4,December,4,-182.66040000000004,"16,3805,3821",16,Consumer
2015,Qtr 4,December,31,438.48819999999984,"11,4084,4095",11,Consumer
2015,Qtr 3,September,17,-1194.2832000000003,"23,3127,3150",23,Consumer
2015,Qtr 3,September,26,672.7522000000001,"20,3248,3268",20,Consumer
2015,Qtr 3,September,24,1176.435,"19,3208,3227",19,Consumer
2015,Qtr 3,September,3,182.8788,"14,3003,3017",14,Consumer
2015,Qtr 3,September,27,722.861,"10,3268,3278",10,Consumer
2015,Qtr 3,September,6,301.34259999999995,"10,3033,3043",10,Consumer
2015,Qtr 3,September,20,-905.3417999999999,"7,3170,3177",7,Consumer
2015,Qtr 3,September,16,14.6264,"1,3126,3127",1,Consumer
