Orders.City,Orders.Segment,Sum(Orders.Sales),
Omaha,Corporate,302.4,NaN
Omaha,Home Office,921.0199999999999,NaN
Ontario,Consumer,283.92,NaN
Orange,Consumer,75.85999999999999,NaN
Orange,Corporate,81.88000000000001,NaN
Orange,Home Office,53.370000000000005,NaN
Orem,Consumer,2849.2799999999997,NaN
Orem,Corporate,11.68,NaN
Orem,Home Office,133.12800000000001,NaN
Orland Park,Home Office,339.96000000000004,NaN
Orlando,Consumer,1138.6460000000002,NaN
Orlando,Corporate,601.4340000000001,NaN
Ormond Beach,Consumer,2.8080000000000007,NaN
Oswego,Consumer,321.97799999999995,NaN
Overland Park,Corporate,606.91,NaN
Owensboro,Consumer,45.68,NaN
Owensboro,Corporate,25.5,NaN
Oxnard,Consumer,210.89999999999998,NaN
Oxnard,Corporate,131.48000000000002,NaN
Oxnard,Home Office,1215.7200000000003,NaN
Palatine,Corporate,116.312,NaN
Palm Coast,Consumer,24.448,NaN
Palm Coast,Corporate,249.98000000000002,NaN
Park Ridge,Consumer,143.85600000000002,NaN
Park Ridge,Home Office,541.144,NaN
Parker,Consumer,193.63400000000001,NaN
Parker,Corporate,874.3080000000001,NaN
Parma,Consumer,3815.788,NaN
Parma,Home Office,63.967999999999996,NaN
Pasadena,Consumer,3222.7439999999997,NaN
Pasadena,Corporate,1597.828,NaN
Pasadena,Home Office,1769.574,NaN
Pasco,Consumer,2201.1119999999996,NaN
Passaic,Consumer,1562.0860000000002,NaN
Paterson,Consumer,1491.92,NaN
Paterson,Corporate,351.8,NaN
Paterson,Home Office,399.49,NaN
Pearland,Consumer,470.3760000000001,NaN
Pearland,Corporate,24.619999999999997,NaN
Pembroke Pines,Consumer,1714.3755000000003,NaN
Pensacola,Consumer,2.2140000000000004,NaN
Peoria,Consumer,401.28000000000003,NaN
Peoria,Corporate,312.746,NaN
Peoria,Home Office,1128.8059999999998,NaN
Perth Amboy,Consumer,723.75,NaN
Perth Amboy,Corporate,815.12,NaN
Perth Amboy,Home Office,178.20999999999998,NaN
Pharr,Consumer,124.404,NaN
Pharr,Home Office,1416.3039999999999,NaN
Philadelphia,Consumer,63203.271999999975,NaN
Philadelphia,Corporate,28890.84300000001,NaN
Philadelphia,Home Office,16982.897999999997,NaN
Phoenix,Consumer,6325.223,NaN
Phoenix,Corporate,2669.0380000000005,NaN
Phoenix,Home Office,2005.996,NaN
Pico Rivera,Home Office,145.9,NaN
Pine Bluff,Consumer,212.91000000000003,NaN
Plainfield,Consumer,976.33,NaN
Plainfield,Corporate,910.53,NaN
Plainfield,Home Office,2639.99,NaN
Plano,Consumer,3506.9026,NaN
Plano,Corporate,9.856000000000002,NaN
Plano,Home Office,13.616,NaN
Plantation,Consumer,598.352,NaN
Plantation,Corporate,838.4840000000002,NaN
Pleasant Grove,Consumer,2126.034,NaN
Pleasant Grove,Corporate,12.144,NaN
Pocatello,Consumer,1344.942,NaN
Pomona,Consumer,1061.082,NaN
Pomona,Corporate,421.42,NaN
Pompano Beach,Corporate,90.44,NaN
Port Arthur,Consumer,34.048,NaN
Port Arthur,Corporate,703.0048,NaN
Port Orange,Consumer,7.824,NaN
Port Saint Lucie,Consumer,17.03,NaN
Port Saint Lucie,Corporate,231.92000000000002,NaN
Portage,Consumer,16.28,NaN
Portland,Consumer,3264.187,NaN
Portland,Corporate,378.08,NaN
Portland,Home Office,409.60200000000003,NaN
Providence,Consumer,210.94000000000003,NaN
Providence,Corporate,1598.9799999999998,NaN
Providence,Home Office,14170.73,NaN
Provo,Consumer,912.75,NaN
Provo,Corporate,1804.0840000000003,NaN
Provo,Home Office,44.400000000000006,NaN
Pueblo,Consumer,881.9799999999999,NaN
Pueblo,Corporate,3.408,NaN
Pueblo,Home Office,801.5500000000001,NaN
Quincy,Consumer,730.523,NaN
Quincy,Corporate,177.17600000000004,NaN
Quincy,Home Office,368.76,NaN
Raleigh,Consumer,1526.8519999999999,NaN
Raleigh,Corporate,1325.3760000000004,NaN
Raleigh,Home Office,1655.3120000000001,NaN
Rancho Cucamonga,Consumer,226.09199999999998,NaN
Rancho Cucamonga,Corporate,5.76,NaN
Rapid City,Corporate,152.64000000000001,NaN
Reading,Consumer,312.776,NaN
Reading,Corporate,560.936,NaN
Redding,Consumer,333.576,NaN
Redlands,Consumer,2876.741,NaN
Redlands,Corporate,14.280000000000001,NaN
Redmond,Consumer,820.6380000000001,NaN
Redmond,Corporate,265.299,NaN
Redmond,Home Office,12.32,NaN
Redondo Beach,Consumer,119.75999999999999,NaN
Redondo Beach,Corporate,1840.0430000000001,NaN
Redwood City,Corporate,41.904,NaN
Reno,Corporate,163.408,NaN
Reno,Home Office,480.654,NaN
Renton,Consumer,1242.6319999999998,NaN
Revere,Corporate,775.9399999999999,NaN
Revere,Home Office,57.32000000000001,NaN
Richardson,Corporate,1288.4640000000004,NaN
Richmond,Consumer,7390.980000000001,NaN
Richmond,Corporate,5150.709999999998,NaN
Richmond,Home Office,5596.240000000002,NaN
Rio Rancho,Consumer,1114.192,NaN
Riverside,Consumer,36.744,NaN
Riverside,Corporate,1848.518,NaN
Riverside,Home Office,58.98400000000001,NaN
Rochester,Consumer,6246.153999999997,NaN
Rochester,Corporate,1538.29,NaN
Rochester,Home Office,190.08599999999998,NaN
Rochester Hills,Consumer,132.52,NaN
Rock Hill,Consumer,11.850000000000001,NaN
Rockford,Consumer,2230.108,NaN
Rockford,Corporate,670.1,NaN
Rockford,Home Office,266.02,NaN
Rockville,Consumer,469.77000000000004,NaN
Rogers,Consumer,40.410000000000004,NaN
Rome,Consumer,35.01,NaN
Rome,Corporate,90.882,NaN
Rome,Home Office,408.96000000000004,NaN
Romeoville,Consumer,8.951999999999998,NaN
Roseville,Consumer,331.08599999999996,NaN
Roseville,Corporate,541.97,NaN
Roseville,Home Office,2715.57,NaN
Roswell,Consumer,1804.55,NaN
Roswell,Corporate,4017.53,NaN
Roswell,Home Office,830.24,NaN
Round Rock,Consumer,4512.0928,NaN
Round Rock,Corporate,341.96,NaN
Royal Oak,Consumer,35.34,NaN
Sacramento,Consumer,162.702,NaN
Sacramento,Corporate,7077.756,NaN
Sacramento,Home Office,70.82000000000001,NaN
Saginaw,Consumer,376.1,NaN
Saginaw,Home Office,19.76,NaN
Saint Charles,Consumer,290.724,NaN
Saint Charles,Corporate,10.56,NaN
Saint Charles,Home Office,1358.3660000000002,NaN
Saint Cloud,Corporate,1331.8200000000002,NaN
Saint Louis,Consumer,207.45,NaN
Saint Louis,Corporate,78.51,NaN
Saint Paul,Corporate,192.82999999999998,NaN
Saint Peters,Home Office,697.16,NaN
Saint Petersburg,Consumer,248.36800000000002,NaN
Saint Petersburg,Corporate,1442.4240000000002,NaN
Salem,Consumer,2206.8850000000007,NaN
Salem,Corporate,344.92,NaN
Salem,Home Office,892.44,NaN
Salinas,Corporate,580.634,NaN
Salinas,Home Office,148.257,NaN
Salt Lake City,Consumer,417.216,NaN
Salt Lake City,Home Office,385.55999999999995,NaN
San Angelo,Consumer,345.324,NaN
San Angelo,Corporate,305.312,NaN
San Antonio,Consumer,17930.519999999997,NaN
San Antonio,Corporate,3642.3100000000004,NaN
San Antonio,Home Office,270.69800000000004,NaN
San Bernardino,Consumer,868.772,NaN
San Bernardino,Home Office,110.528,NaN
San Clemente,Consumer,90.05799999999999,NaN
San Diego,Consumer,29393.607999999993,NaN
San Diego,Corporate,10451.071,NaN
San Diego,Home Office,7676.349999999999,NaN
San Francisco,Consumer,59195.09899999996,NaN
San Francisco,Corporate,44603.83999999998,NaN
San Francisco,Home Office,8870.153000000004,NaN
San Gabriel,Home Office,2061.01,NaN
San Jose,Consumer,4800.090999999999,NaN
San Jose,Corporate,1152.03,NaN
San Jose,Home Office,119.108,NaN
San Luis Obispo,Consumer,3.62,NaN
San Marcos,Corporate,108.44399999999999,NaN
San Mateo,Consumer,75.17999999999999,NaN
Sandy Springs,Consumer,1302.83,NaN
Sandy Springs,Corporate,546.04,NaN
Sandy Springs,Home Office,148.16000000000003,NaN
Sanford,Home Office,225.54600000000002,NaN
Santa Ana,Consumer,3126.458,NaN
Santa Ana,Corporate,163.392,NaN
Santa Ana,Home Office,76.46,NaN
Santa Barbara,Consumer,356.78999999999996,NaN
Santa Barbara,Corporate,402.14599999999996,NaN
Santa Barbara,Home Office,3530.2980000000002,NaN
Santa Clara,Consumer,79.792,NaN
Santa Clara,Corporate,142.40000000000003,NaN
Santa Fe,Consumer,92.52,NaN
Santa Fe,Home Office,8.4,NaN
Santa Maria,Consumer,115.44,NaN
Scottsdale,Consumer,685.5390000000001,NaN
Scottsdale,Corporate,419.664,NaN
Scottsdale,Home Office,361.104,NaN
Seattle,Consumer,59016.309999999976,NaN
Seattle,Corporate,36191.89000000001,NaN
Seattle,Home Office,24332.541999999994,NaN
Sheboygan,Home Office,79.74,NaN
Shelton,Home Office,73.33,NaN
Sierra Vista,Consumer,14.368000000000002,NaN
Sierra Vista,Corporate,61.70400000000001,NaN
Sioux Falls,Consumer,20.23,NaN
Sioux Falls,Corporate,1117.19,NaN
Skokie,Consumer,532.32,NaN
Skokie,Corporate,36.51199999999999,NaN
Smyrna,Consumer,61.162,NaN
Smyrna,Corporate,841.9069999999999,NaN
Smyrna,Home Office,2335.82,NaN
South Bend,Consumer,1238.3300000000002,NaN
Southaven,Consumer,616.14,NaN
Southaven,Corporate,839.25,NaN
Sparks,Consumer,79.36,NaN
Sparks,Corporate,2396.4,NaN
Sparks,Home Office,86.19999999999999,NaN
Spokane,Consumer,334.76,NaN
Spokane,Corporate,1556.8980000000001,NaN
Spokane,Home Office,136.26,NaN
Springdale,Home Office,4.3,NaN
Springfield,Consumer,9148.439,NaN
Springfield,Corporate,29443.485999999997,NaN
Springfield,Home Office,4462.4169999999995,NaN
Sterling Heights,Consumer,11.68,NaN
Sterling Heights,Home Office,98.36,NaN
Stockton,Consumer,324.04,NaN
Stockton,Corporate,273.92,NaN
Stockton,Home Office,629.64,NaN
Suffolk,Consumer,196.62,NaN
Suffolk,Corporate,1242.4700000000003,NaN
Suffolk,Home Office,158.81,NaN
Summerville,Corporate,406.93999999999994,NaN
Sunnyvale,Corporate,636.21,NaN
Superior,Home Office,1299.7299999999998,NaN
Tallahassee,Consumer,6026.534000000001,NaN
Tallahassee,Corporate,521.431,NaN
Tallahassee,Home Office,702.7040000000002,NaN
Tamarac,Corporate,1410.0660000000003,NaN
Tamarac,Home Office,3.444000000000001,NaN
Tampa,Consumer,2338.5769999999998,NaN
Tampa,Corporate,604.9150000000001,NaN
Tampa,Home Office,2252.5885000000003,NaN
Taylor,Consumer,301.96,NaN
Taylor,Corporate,51.739999999999995,NaN
Temecula,Consumer,808.6660000000002,NaN
Tempe,Consumer,330.40599999999995,NaN
Tempe,Corporate,739.8960000000001,NaN
Texarkana,Corporate,605.34,NaN
Texarkana,Home Office,48.9,NaN
Texas City,Consumer,790.972,NaN
The Colony,Consumer,142.16,NaN
Thomasville,Consumer,151.292,NaN
Thornton,Consumer,765.248,NaN
Thousand Oaks,Consumer,15.984000000000002,NaN
Thousand Oaks,Corporate,190.07,NaN
Thousand Oaks,Home Office,32.75,NaN
Tigard,Consumer,1122.968,NaN
Tigard,Corporate,65.07000000000001,NaN
Tigard,Home Office,205.74400000000003,NaN
Tinley Park,Corporate,22.288,NaN
Toledo,Consumer,2670.083,NaN
Toledo,Corporate,1072.086,NaN
Toledo,Home Office,723.884,NaN
Torrance,Corporate,3132.2679999999996,NaN
Trenton,Consumer,614.1899999999999,NaN
Trenton,Corporate,41.28,NaN
Trenton,Home Office,1109.7250000000001,NaN
Troy,Consumer,1929.58,NaN
Troy,Corporate,780.2199999999999,NaN
Troy,Home Office,1797.291,NaN
Tucson,Consumer,2998.56,NaN
Tucson,Corporate,2954.398,NaN
Tucson,Home Office,360.058,NaN
Tulsa,Consumer,3918.7400000000002,NaN
Tulsa,Corporate,806.1899999999999,NaN
Tulsa,Home Office,832.0400000000001,NaN
Tuscaloosa,Home Office,175.70000000000002,NaN
Twin Falls,Corporate,1148.8059999999998,NaN
Tyler,Consumer,347.20599999999996,NaN
Urbandale,Consumer,149.12,NaN
Utica,Consumer,614.56,NaN
Utica,Corporate,40.48,NaN
Vacaville,Consumer,423.28,NaN
Vallejo,Consumer,156.786,NaN
Vallejo,Home Office,1064.624,NaN
Vancouver,Corporate,642.816,NaN
Vancouver,Home Office,44.02,NaN
Vineland,Consumer,397.41599999999994,NaN
Vineland,Corporate,250.55,NaN
Virginia Beach,Consumer,2051.79,NaN
Virginia Beach,Corporate,3522.5400000000004,NaN
Virginia Beach,Home Office,177.8,NaN
Visalia,Consumer,310.86,NaN
Visalia,Corporate,7.92,NaN
Waco,Consumer,605.5511999999999,NaN
Waco,Corporate,0.5559999999999998,NaN
Warner Robins,Consumer,41.86,NaN
Warner Robins,Corporate,392.93999999999994,NaN
Warwick,Corporate,2426.84,NaN
Washington,Consumer,2753.3399999999992,NaN
Washington,Home Office,111.67999999999999,NaN
Waterbury,Consumer,256.55,NaN
Waterbury,Corporate,584.7700000000001,NaN
Waterbury,Home Office,484.74,NaN
Waterloo,Consumer,30.32,NaN
Watertown,Consumer,789.11,NaN
Watertown,Corporate,3064.2419999999997,NaN
Watertown,Home Office,191.64600000000002,NaN
Waukesha,Consumer,54.5,NaN
Wausau,Consumer,317.47999999999996,NaN
Waynesboro,Consumer,2724.5699999999997,NaN
Waynesboro,Home Office,334.2,NaN
West Allis,Corporate,250.48000000000002,NaN
West Jordan,Consumer,311.85,NaN
West Palm Beach,Consumer,128.20800000000003,NaN
West Palm Beach,Home Office,13.120000000000001,NaN
Westfield,Corporate,161.49,NaN
Westfield,Home Office,358.23,NaN
Westland,Consumer,2057.976,NaN
Westminster,Consumer,3826.646,NaN
Wheeling,Consumer,1410.4859999999999,NaN
Wheeling,Home Office,536.48,NaN
Whittier,Consumer,444.76800000000003,NaN
Wichita,Consumer,676.0699999999999,NaN
Wichita,Home Office,149.2,NaN
Wilmington,Consumer,3899.6229999999996,NaN
Wilmington,Corporate,2524.938,NaN
Wilmington,Home Office,872.5,NaN
Wilson,Consumer,169.54399999999998,NaN
Wilson,Corporate,191.808,NaN
Wilson,Home Office,7.380000000000001,NaN
Woodbury,Corporate,607.65,NaN
Woodland,Consumer,239.98400000000004,NaN
Woodland,Corporate,24.678,NaN
Woodstock,Consumer,295.50000000000006,NaN
Woodstock,Corporate,845.4879999999999,NaN
Woodstock,Home Office,2.9120000000000004,NaN
Woonsocket,Consumer,52.96,NaN
Woonsocket,Corporate,142.58999999999997,NaN
Yonkers,Consumer,7441.2660000000005,NaN
Yonkers,Home Office,216.4,NaN
York,Corporate,817.9780000000001,NaN
Yucaipa,Corporate,50.8,NaN
Yuma,Corporate,196.02400000000003,NaN
Yuma,Home Office,644.8410000000001,NaN
