Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Orders.Discount),Sum(Orders.Profit),Sum(Orders.Quantity),Sum(Orders.Sales),
2014,Qtr 4,October,24,0.4,18.559199999999997,8,56.49,"56.49,342815.9799000001,342872.4699000001"
2014,Qtr 4,October,25,1.1,9.449100000000001,10,103.882,"103.882,342872.4699000001,342976.35190000007"
2014,Qtr 4,October,29,0.2,378.5485999999997,10,2813.8120000000004,"2813.8120000000004,342976.35190000007,345790.16390000004"
2014,Qtr 4,November,3,2.4999999999999996,-108.22130000000007,52,2784.163,"2784.163,345790.16389999987,348574.32689999987"
2014,Qtr 4,November,4,1.5,2443.3920000000003,50,6693.747999999999,"6693.747999999999,348574.32689999987,355268.0748999999"
2014,Qtr 4,November,5,1.5,-61.611600000000024,31,1694.5639999999999,"1694.5639999999999,355268.0748999999,356962.6388999999"
2014,Qtr 4,November,6,0,20.9664,6,43.68,"43.68,356962.6388999999,357006.3188999999"
2014,Qtr 4,November,7,2.9,155.4863,57,1449.1419999999998,"1449.1419999999998,357006.3188999999,358455.4608999999"
2014,Qtr 4,November,9,0.35,222.6885999999999,36,1574.0939999999998,"1574.0939999999998,358455.4608999999,360029.5548999999"
2014,Qtr 4,November,10,0.2,436.6331,49,2002.556,"2002.556,360029.5548999999,362032.11089999985"
2014,Qtr 4,November,11,5.3999999999999995,-449.531100000001,93,8114.548000000001,"8114.548000000001,362032.11089999985,370146.65889999986"
2014,Qtr 4,November,14,0.30000000000000004,308.9068,37,1034.7299999999998,"1034.7299999999998,370146.65889999986,371181.38889999985"
2014,Qtr 4,November,15,0.8,400.07809999999984,29,1780.8220000000001,"1780.8220000000001,371181.38889999985,372962.21089999983"
2014,Qtr 4,November,16,0.65,137.55819999999994,36,1355.9285,"1355.9285,372962.21089999983,374318.1393999998"
2014,Qtr 4,November,18,7.2,-347.5227000000001,76,3406.855,"3406.855,374318.1393999998,377724.9943999998"
2014,Qtr 4,November,19,0.4,1979.1982000000005,51,7226.086,"7226.086,377724.9943999998,384951.0803999998"
2014,Qtr 4,November,20,0.2,251.172,16,907.5600000000001,"907.5600000000001,384951.0803999998,385858.6403999998"
2014,Qtr 4,November,21,0.4,378.1698999999999,24,1249.622,"1249.622,385858.6403999998,387108.2623999998"
2014,Qtr 4,November,23,2.9,-105.23840000000006,36,1363.28,"1363.28,387108.2623999998,388471.5423999998"
2014,Qtr 4,November,26,2,-62.16120000000005,52,1705.9899999999996,"1705.9899999999996,388471.5423999998,390177.5323999998"
2014,Qtr 4,November,27,0,41.29599999999999,7,203.65999999999997,"203.65999999999997,390177.5323999998,390381.19239999977"
2014,Qtr 4,November,28,0.75,12.47319999999985,55,2280.83,"2280.83,390381.19239999977,392662.0223999998"
2014,Qtr 4,November,30,1.1,11.828999999999995,24,219.154,"219.154,392662.0223999998,392881.17639999976"
2014,Qtr 4,November,1,3.3999999999999995,663.3640999999996,81,4732.08,"4732.08,392881.17639999976,397613.2563999998"
2014,Qtr 4,November,2,2.3,286.5753999999999,49,2126.37,"2126.37,397613.2563999998,399739.6263999998"
2014,Qtr 4,November,8,0.2,25.018199999999993,3,333.576,"333.576,399739.6263999998,400073.2023999998"
2014,Qtr 4,November,12,2.52,79.63399999999993,35,1054.7612,"1054.7612,400073.2023999998,401127.9635999998"
2014,Qtr 4,November,17,1.1,1954.1346,58,11544.274000000001,"11544.274000000001,401127.9635999998,412672.23759999976"
2014,Qtr 4,November,22,1.6,461.89209999999997,30,1103.2980000000002,"1103.2980000000002,412672.23759999976,413775.53559999977"
2014,Qtr 4,November,24,2.8,-97.35739999999998,75,5578.606,"5578.606,413775.53559999977,419354.14159999974"
2014,Qtr 4,November,25,2.5,148.6271999999999,58,4415.695,"4415.695,419354.14159999974,423769.83659999975"
2014,Qtr 4,November,29,0.6000000000000001,104.67719999999997,13,649.044,"649.044,423769.83659999975,424418.88059999974"
2014,Qtr 4,December,3,0,146.8304,8,505.88,"505.88,424418.88060000003,424924.76060000004"
2014,Qtr 4,December,4,0,62.3904,2,129.98,"129.98,424924.76060000004,425054.7406"
2014,Qtr 4,December,5,3.0999999999999996,425.0407999999998,69,2963.6420000000003,"2963.6420000000003,425054.7406,428018.3826"
2014,Qtr 4,December,6,4.6,-19.01900000000001,36,1970.978,"1970.978,428018.3826,429989.3606"
2014,Qtr 4,December,7,0,201.7832,17,548.4,"548.4,429989.3606,430537.76060000004"
2014,Qtr 4,December,9,2.2,125.75129999999989,28,1522.6519999999998,"1522.6519999999998,430537.76060000004,432060.41260000004"
2014,Qtr 4,December,10,0.4,101.14259999999996,20,573.336,"573.336,432060.41260000004,432633.74860000005"
2014,Qtr 4,December,13,1.7000000000000002,8.731400000000015,18,293.152,"293.152,432633.74860000005,432926.90060000005"
2014,Qtr 4,December,14,3,2220.5214999999994,23,7641.657999999999,"7641.657999999999,432926.90060000005,440568.55860000005"
2014,Qtr 4,December,15,1.4000000000000001,-144.73200000000003,19,1264.466,"1264.466,440568.55860000005,441833.02460000006"
2014,Qtr 4,December,16,3.3,415.6423999999999,63,4394.187000000002,"4394.187000000002,441833.02460000006,446227.21160000004"
2014,Qtr 4,December,19,1.9,356.9568999999999,53,3436.7600000000007,"3436.7600000000007,446227.21160000004,449663.97160000005"
2014,Qtr 4,December,20,3.5,1557.0101999999997,81,6962.44,"6962.44,449663.97160000005,456626.41160000005"
2014,Qtr 4,December,21,1.1,178.26479999999987,17,1933.44,"1933.44,456626.41160000005,458559.85160000005"
2014,Qtr 4,December,23,1.6,67.37939999999995,29,942.1080000000002,"942.1080000000002,458559.85160000005,459501.95960000006"
2014,Qtr 4,December,26,3.5999999999999996,-3.5974000000001105,55,2041.414,"2041.414,459501.95960000006,461543.37360000005"
2014,Qtr 4,December,27,3.2,-336.3251,65,2966.3880000000004,"2966.3880000000004,461543.37360000005,464509.7616"
2014,Qtr 4,December,28,0.2,706.8573999999999,33,3732.296,"3732.296,464509.7616,468242.0576"
2014,Qtr 4,December,30,3.6999999999999993,-594.5496000000003,43,2172.6510000000003,"2172.6510000000003,468242.0576,470414.7086"
2014,Qtr 4,December,31,0.6000000000000001,1444.5131,63,5253.27,"5253.27,470414.7086,475667.97860000003"
2014,Qtr 4,December,1,1.6000000000000003,875.1448000000003,46,5624.39,"5624.39,475667.97860000003,481292.36860000005"
2014,Qtr 4,December,2,2.8000000000000003,111.37489999999994,64,1771.808,"1771.808,481292.36860000005,483064.17660000006"
2014,Qtr 4,December,8,2.5,125.92729999999999,53,1095.1199999999997,"1095.1199999999997,483064.17660000006,484159.29660000006"
2014,Qtr 4,December,12,1.55,-72.10080000000005,36,4938.4045,"4938.4045,484159.29660000006,489097.70110000006"
2014,Qtr 4,December,17,0.7,7.192399999999999,7,45.534,"45.534,489097.70110000006,489143.23510000005"
2014,Qtr 4,December,22,1.4000000000000001,183.1211,32,798.9680000000001,"798.9680000000001,489143.23510000005,489942.20310000004"
2014,Qtr 4,December,24,1,264.3079999999999,32,1950.202,"1950.202,489942.20310000004,491892.40510000003"
2014,Qtr 4,December,29,2.4,568.0094999999999,67,2072.096,"2072.096,491892.40510000003,493964.50110000005"
2015,Qtr 1,January,3,0.9200000000000002,-348.45780000000025,19,1768.2215999999999,"1768.2215999999999,500187.1657,501955.3873"
2015,Qtr 1,January,4,0,104.67240000000001,22,264.46000000000004,"264.46000000000004,501955.3873,502219.8473"
2015,Qtr 1,January,5,0.6000000000000001,62.5086,20,295.272,"295.272,502219.8473,502515.1193"
2015,Qtr 1,January,6,0.8999999999999999,7.893399999999997,7,31.538000000000004,"31.538000000000004,502515.1193,502546.6573"
2015,Qtr 1,January,9,0,131.0797,13,364.07,"364.07,502546.6573,502910.7273"
2015,Qtr 1,January,10,0.4,-373.3048,4,1018.1039999999999,"1018.1039999999999,502910.7273,503928.8313"
2015,Qtr 1,January,13,0.2,160.30859999999998,18,622.278,"622.278,503928.8313,504551.1093"
2015,Qtr 1,January,19,0.6,-21.71220000000001,5,301.742,"301.742,504551.1093,504852.85130000004"
2015,Qtr 1,January,23,0,20.8106,5,43.66,"43.66,504852.85130000004,504896.5113"
2015,Qtr 1,January,26,0,84.0512,8,182.72,"182.72,504896.5113,505079.2313"
2015,Qtr 1,January,27,1.3,-191.64319999999998,12,3573.252,"3573.252,505079.2313,508652.48329999996"
2015,Qtr 1,January,28,0.4,-1862.3124000000003,13,4297.644,"4297.644,508652.48329999996,512950.12729999993"
2015,Qtr 1,January,30,0.4,302.85329999999976,16,2161.6400000000003,"2161.6400000000003,512950.12729999993,515111.76729999995"
2015,Qtr 1,January,31,0,38.9066,7,99.26000000000002,"99.26000000000002,515111.76729999995,515211.02729999996"
2015,Qtr 1,January,2,2,-1161.5484000000001,29,1932.0960000000002,"1932.0960000000002,515211.02729999996,517143.1233"
2015,Qtr 1,January,12,1.6,62.80479999999997,16,854.614,"854.614,517143.1233,517997.7373"
2015,Qtr 1,January,17,0.8,-300.04939999999993,17,350.384,"350.384,517997.7373,518348.1213"
2015,Qtr 1,January,24,0.2,2.131999999999999,5,13.120000000000001,"13.120000000000001,518348.1213,518361.2413"
2015,Qtr 1,February,3,0.30000000000000004,157.41179999999997,22,492.83599999999996,"492.83599999999996,518361.24129999976,518854.0772999998"
2015,Qtr 1,February,6,1.2000000000000002,242.11719999999983,34,2432.5440000000003,"2432.5440000000003,518854.0772999998,521286.62129999977"
2015,Qtr 1,February,7,0,152.59089999999998,7,324.10999999999996,"324.10999999999996,521286.62129999977,521610.73129999975"
2015,Qtr 1,February,9,1.4,102.37639999999999,19,785.552,"785.552,521610.73129999975,522396.2832999998"
2015,Qtr 1,February,10,0.2,7.724,5,77.24000000000001,"77.24000000000001,522396.2832999998,522473.52329999977"
2015,Qtr 1,February,14,2.4,104.53889999999993,23,1079.962,"1079.962,522473.52329999977,523553.48529999977"
2015,Qtr 1,February,15,0.4,477.34559999999993,31,1602.38,"1602.38,523553.48529999977,525155.8652999997"
2015,Qtr 1,February,16,0,74.68449999999999,16,160.42999999999998,"160.42999999999998,525155.8652999997,525316.2952999998"
2015,Qtr 1,February,18,0.2,31.6342,6,105.844,"105.844,525316.2952999998,525422.1392999998"
2015,Qtr 1,February,20,0,77.5644,8,316.78,"316.78,525422.1392999998,525738.9192999998"
2015,Qtr 1,February,21,0,1294.0764,6,2591.1,"2591.1,525738.9192999998,528330.0192999998"
2015,Qtr 1,February,23,0.2,10.5336,8,37.776,"37.776,528330.0192999998,528367.7952999998"
2015,Qtr 1,February,27,1.2,52.49029999999999,27,1159.271,"1159.271,528367.7952999998,529527.0662999997"
2015,Qtr 1,February,28,0.4,15.566399999999952,10,551.264,"551.264,529527.0662999997,530078.3302999997"
2015,Qtr 1,February,8,0.4,-19.173399999999994,8,129.09199999999998,"129.09199999999998,530078.3302999997,530207.4222999996"
2015,Qtr 1,February,22,0,20.6336,4,79.36,"79.36,530207.4222999996,530286.7822999996"
2015,Qtr 1,February,25,0,11.735999999999999,5,25.869999999999997,"25.869999999999997,530286.7822999996,530312.6522999996"
2015,Qtr 1,March,5,4.7,-417.895,57,1969.2669999999998,"1969.2669999999998,530312.6523,532281.9193"
2015,Qtr 1,March,6,0.2,473.75179999999995,9,1555.2440000000001,"1555.2440000000001,532281.9193,533837.1632999999"
2015,Qtr 1,March,7,0,271.4153,10,807.5400000000001,"807.5400000000001,533837.1632999999,534644.7032999999"
2015,Qtr 1,March,9,0.6000000000000001,53.96189999999999,10,478.008,"478.008,534644.7032999999,535122.7113"
2015,Qtr 1,March,10,0.8,23.259200000000007,8,90.932,"90.932,535122.7113,535213.6433"
2015,Qtr 1,March,13,0.2,234.47439999999992,14,1384.8560000000002,"1384.8560000000002,535213.6433,536598.4993"
2015,Qtr 1,March,14,0,332.74219999999997,10,707.9,"707.9,536598.4993,537306.3993"
2015,Qtr 1,March,15,0.2,1.6776,3,16.776000000000003,"16.776000000000003,537306.3993,537323.1753"
2015,Qtr 1,March,16,0,3508.0308999999997,27,7230.21,"7230.21,537323.1753,544553.3853"
2015,Qtr 1,March,19,1.12,1982.1857999999997,45,5652.9396,"5652.9396,544553.3853,550206.3249"
2015,Qtr 1,March,20,1.6,485.7153999999999,40,1548.1940000000002,"1548.1940000000002,550206.3249,551754.5189"
2015,Qtr 1,March,21,1.1,242.51489999999995,21,1270.3790000000001,"1270.3790000000001,551754.5189,553024.8979"
2015,Qtr 1,March,23,0.3,181.08279999999996,28,633.302,"633.302,553024.8979,553658.1999"
2015,Qtr 1,March,26,0.6000000000000001,937.2579999999999,30,4623.37,"4623.37,553658.1999,558281.5699"
2015,Qtr 1,March,27,0,3.3479999999999954,5,83.69999999999999,"83.69999999999999,558281.5699,558365.2699"
2015,Qtr 1,March,28,0.4,59.342400000000005,13,243.344,"243.344,558365.2699,558608.6139"
2015,Qtr 1,March,30,0.7,-87.92520000000003,14,571.2239999999999,"571.2239999999999,558608.6139,559179.8379"
2015,Qtr 1,March,31,1,55.814299999999996,11,200.716,"200.716,559179.8379,559380.5539"
2015,Qtr 1,March,1,1.32,12.718199999999825,23,1642.1743999999999,"1642.1743999999999,559380.5539,561022.7283000001"
2015,Qtr 1,March,2,0,218.96289999999996,10,899.5699999999999,"899.5699999999999,561022.7283000001,561922.2983"
2015,Qtr 1,March,8,1,592.3804999999999,29,2563.296,"2563.296,561922.2983,564485.5943"
2015,Qtr 1,March,12,0.8,9.997999999999998,12,51.016000000000005,"51.016000000000005,564485.5943,564536.6103"
2015,Qtr 1,March,17,0,11.834999999999999,3,48.84,"48.84,564536.6103,564585.4502999999"
2015,Qtr 1,March,22,2,270.7980999999998,43,2481.4240000000004,"2481.4240000000004,564585.4502999999,567066.8742999999"
2015,Qtr 1,March,24,0.5,-22.249399999999998,10,412.94999999999993,"412.94999999999993,567066.8742999999,567479.8242999999"
2015,Qtr 1,March,29,0.2,296.8997999999999,30,1559.08,"1559.08,567479.8242999999,569038.9042999998"
2015,Qtr 2,April,4,0.5,384.47649999999993,20,1484.598,"1484.598,569038.9042999996,570523.5022999996"
2015,Qtr 2,April,5,3.8999999999999995,-243.81410000000008,56,2974.0579999999995,"2974.0579999999995,570523.5022999996,573497.5602999995"
2015,Qtr 2,April,6,2.4000000000000004,-0.17040000000000433,25,140.004,"140.004,573497.5602999995,573637.5642999995"
2015,Qtr 2,April,7,1.2000000000000002,-1113.9491000000003,23,907.4359999999999,"907.4359999999999,573637.5642999995,574545.0002999995"
2015,Qtr 2,April,9,0.2,133.53269999999998,9,757.992,"757.992,574545.0002999995,575302.9922999995"
2015,Qtr 2,April,10,0.2,48.6963,9,169.54199999999997,"169.54199999999997,575302.9922999995,575472.5342999995"
2015,Qtr 2,April,11,0.6000000000000001,423.98699999999997,20,1328.346,"1328.346,575472.5342999995,576800.8802999995"
2015,Qtr 2,April,13,2.1999999999999997,-38.72820000000007,40,3192.678,"3192.678,576800.8802999995,579993.5582999995"
2015,Qtr 2,April,14,0.2,2.640599999999999,1,35.208,"35.208,579993.5582999995,580028.7662999994"
2015,Qtr 2,April,16,2.5999999999999996,815.8418,54,4161.972,"4161.972,580028.7662999994,584190.7382999994"
2015,Qtr 2,April,18,3.0999999999999996,214.8503,57,2006.9600000000005,"2006.9600000000005,584190.7382999994,586197.6982999993"
2015,Qtr 2,April,19,1.6,-564.9804000000003,6,329.9599999999999,"329.9599999999999,586197.6982999993,586527.6582999993"
2015,Qtr 2,April,20,0.2,507.1407,16,1194.7259999999999,"1194.7259999999999,586527.6582999993,587722.3842999993"
2015,Qtr 2,April,21,0,228.89280000000002,13,893.0899999999999,"893.0899999999999,587722.3842999993,588615.4742999993"
2015,Qtr 2,April,26,2.15,-134.89960000000008,27,2090.1055000000006,"2090.1055000000006,588615.4742999993,590705.5797999993"
2015,Qtr 2,April,27,0.4,978.3105,21,2719.5899999999997,"2719.5899999999997,590705.5797999993,593425.1697999992"
2015,Qtr 2,April,28,1.9000000000000001,1911.4570999999999,14,4044.362,"4044.362,593425.1697999992,597469.5317999992"
2015,Qtr 2,April,30,0.9000000000000001,-170.33110000000005,40,1571.6950000000002,"1571.6950000000002,597469.5317999992,599041.2267999991"
2015,Qtr 2,April,2,2.4000000000000004,-35.82450000000002,23,299.22,"299.22,599041.2267999991,599340.4467999991"
2015,Qtr 2,April,12,0,0.4073999999999991,3,40.74,"40.74,599340.4467999991,599381.1867999991"
2015,Qtr 2,April,17,0.4,686.5088999999997,34,2745.1059999999998,"2745.1059999999998,599381.1867999991,602126.2927999991"
2015,Qtr 2,April,22,0.2,24.444300000000002,6,152.916,"152.916,602126.2927999991,602279.2087999991"
2015,Qtr 2,April,24,0,7.537099999999999,1,25.99,"25.99,602279.2087999991,602305.1987999991"
2015,Qtr 2,April,25,0.7,118.58120000000005,23,920.946,"920.946,602305.1987999991,603226.1447999991"
2015,Qtr 2,April,29,0.2,2.8884000000000007,2,7.968000000000001,"7.968000000000001,603226.1447999991,603234.1127999991"
2015,Qtr 2,May,3,2.0999999999999996,255.46429999999998,45,2198.7599999999998,"2198.7599999999998,603234.1127999999,605432.8727999999"
2015,Qtr 2,May,4,0.8,157.5021999999999,23,1121.362,"1121.362,605432.8727999999,606554.2347999999"
2015,Qtr 2,May,7,0.5,-4.981000000000009,8,305.62199999999996,"305.62199999999996,606554.2347999999,606859.8567999998"
2015,Qtr 2,May,9,0,23.9169,3,48.81,"48.81,606859.8567999998,606908.6667999999"
2015,Qtr 2,May,10,1.2000000000000002,-190.8586,11,154.442,"154.442,606908.6667999999,607063.1087999999"
2015,Qtr 2,May,11,0.2,16.797200000000004,7,191.96800000000002,"191.96800000000002,607063.1087999999,607255.0767999999"
2015,Qtr 2,May,13,0.4,22.278799999999997,6,238.38400000000001,"238.38400000000001,607255.0767999999,607493.4607999999"
2015,Qtr 2,May,14,2.9499999999999997,320.8917999999999,46,3141.1995,"3141.1995,607493.4607999999,610634.6602999999"
2015,Qtr 2,May,15,0.2,-1.6029999999999998,5,69.908,"69.908,610634.6602999999,610704.5682999999"
2015,Qtr 2,May,16,0.2,31.995999999999974,4,255.968,"255.968,610704.5682999999,610960.5362999999"
2015,Qtr 2,May,18,0,5.3214,2,10.86,"10.86,610960.5362999999,610971.3962999999"
2015,Qtr 2,May,20,0.8999999999999999,15.47919999999999,8,169.54399999999998,"169.54399999999998,610971.3962999999,611140.9402999999"
2015,Qtr 2,May,21,1.7,-62.22240000000001,14,72.332,"72.332,611140.9402999999,611213.2723"
2015,Qtr 2,May,23,0.9999999999999999,367.82719999999995,31,1304.9560000000001,"1304.9560000000001,611213.2723,612518.2283"
2015,Qtr 2,May,26,1.8000000000000003,9.359999999999985,23,982.5640000000001,"982.5640000000001,612518.2283,613500.7923"
2015,Qtr 2,May,28,0.2,244.07939999999994,30,794.146,"794.146,613500.7923,614294.9382999999"
2015,Qtr 2,May,30,0,87.62519999999998,12,681.0999999999999,"681.0999999999999,614294.9382999999,614976.0382999999"
2015,Qtr 2,May,31,2,1228.9059999999997,76,5178.138000000002,"5178.138000000002,614976.0382999999,620154.1762999999"
2015,Qtr 2,May,1,1,66.22339999999997,21,450.94,"450.94,620154.1762999999,620605.1162999999"
2015,Qtr 2,May,2,0.4,16.84680000000001,6,167.232,"167.232,620605.1162999999,620772.3482999998"
2015,Qtr 2,May,8,0.7000000000000001,1241.9831000000001,36,3981.9680000000003,"3981.9680000000003,620772.3482999998,624754.3162999998"
2015,Qtr 2,May,12,1.4,147.6039,34,1060.3500000000001,"1060.3500000000001,624754.3162999998,625814.6662999998"
2015,Qtr 2,May,17,1,-13.745200000000004,22,134.468,"134.468,625814.6662999998,625949.1342999998"
2015,Qtr 2,May,22,0.4,425.81889999999964,22,3862.0980000000004,"3862.0980000000004,625949.1342999998,629811.2322999998"
2015,Qtr 2,May,24,1.1,-176.59190000000004,13,610.3069999999999,"610.3069999999999,629811.2322999998,630421.5392999998"
2015,Qtr 2,May,25,1,265.8342999999999,36,1739.4180000000001,"1739.4180000000001,630421.5392999998,632160.9572999998"
2015,Qtr 2,May,29,1.1,166.11509999999998,31,1204.8419999999999,"1204.8419999999999,632160.9572999998,633365.7992999997"
2015,Qtr 2,June,4,0,464.80840000000006,16,1192.3100000000002,"1192.3100000000002,633365.799299999,634558.1092999991"
2015,Qtr 2,June,5,0.1,173.93400000000005,11,1533.1979999999999,"1533.1979999999999,634558.1092999991,636091.307299999"
2015,Qtr 2,June,7,1.3,0.4980000000000029,17,59.768,"59.768,636091.307299999,636151.0752999991"
2015,Qtr 2,June,9,1.8,86.00640000000004,25,797.1160000000001,"797.1160000000001,636151.0752999991,636948.1912999991"
2015,Qtr 2,June,11,2.5999999999999996,-60.60040000000022,47,3373.564,"3373.564,636948.1912999991,640321.7552999991"
2015,Qtr 2,June,13,0.4,395.69410000000005,28,1128.8980000000001,"1128.8980000000001,640321.7552999991,641450.6532999992"
2015,Qtr 2,June,14,0.2,5.107200000000002,6,51.072,"51.072,641450.6532999992,641501.7252999992"
2015,Qtr 2,June,15,1.2,-20.14430000000003,18,734.144,"734.144,641501.7252999992,642235.8692999992"
2015,Qtr 2,June,16,1.1,1173.3926,15,3443.904,"3443.904,642235.8692999992,645679.7732999992"
2015,Qtr 2,June,18,3.0999999999999996,344.13880000000006,46,1883.087,"1883.087,645679.7732999992,647562.8602999992"
2015,Qtr 2,June,19,1.2000000000000002,101.61719999999997,15,446.34599999999995,"446.34599999999995,647562.8602999992,648009.2062999993"
2015,Qtr 2,June,20,0.6000000000000001,255.459,18,829.544,"829.544,648009.2062999993,648838.7502999993"
2015,Qtr 2,June,21,0.2,37.79159999999999,3,107.97600000000001,"107.97600000000001,648838.7502999993,648946.7262999993"
2015,Qtr 2,June,23,0.6000000000000001,154.51919999999998,19,836.9580000000001,"836.9580000000001,648946.7262999993,649783.6842999993"
2015,Qtr 2,June,26,0.4,308.0026999999999,30,1592.1960000000001,"1592.1960000000001,649783.6842999993,651375.8802999993"
2015,Qtr 2,June,28,1.1,-225.40280000000004,22,1386.4660000000001,"1386.4660000000001,651375.8802999993,652762.3462999993"
2015,Qtr 2,June,1,1,300.4786,37,834.198,"834.198,652762.3462999993,653596.5442999993"
2015,Qtr 2,June,8,2.8999999999999995,-296.34940000000006,40,1083.112,"1083.112,653596.5442999993,654679.6562999992"
2015,Qtr 2,June,12,0.6000000000000001,27.745799999999992,15,174.476,"174.476,654679.6562999992,654854.1322999992"
2015,Qtr 2,June,22,0.7,-66.72130000000016,13,2018.953,"2018.953,654854.1322999992,656873.0852999992"
2015,Qtr 2,June,25,2.4,88.3863,37,857.0799999999999,"857.0799999999999,656873.0852999992,657730.1652999992"
2015,Qtr 2,June,29,0.30000000000000004,87.1955,8,432.926,"432.926,657730.1652999992,658163.0912999992"
2015,Qtr 3,July,3,0.6000000000000001,179.01669999999996,17,823.9820000000001,"823.9820000000001,658163.0912999997,658987.0732999997"
2015,Qtr 3,July,4,0.2,297.90439999999995,9,1138.288,"1138.288,658987.0732999997,660125.3612999996"
2015,Qtr 3,July,5,1.7,8.6351,23,121.64600000000002,"121.64600000000002,660125.3612999996,660247.0072999996"
2015,Qtr 3,July,6,0.2,275.7629999999999,24,1379.8120000000001,"1379.8120000000001,660247.0072999996,661626.8192999996"
2015,Qtr 3,July,9,1.4000000000000001,416.81359999999984,54,1587.114,"1587.114,661626.8192999996,663213.9332999996"
2015,Qtr 3,July,10,0.8999999999999999,10.729999999999997,5,43.286,"43.286,663213.9332999996,663257.2192999995"
2015,Qtr 3,July,11,2.8,268.62969999999996,52,1941.9519999999998,"1941.9519999999998,663257.2192999995,665199.1712999996"
2015,Qtr 3,July,13,1.1,282.9551999999999,25,2033.2559999999999,"2033.2559999999999,665199.1712999996,667232.4272999996"
2015,Qtr 3,July,14,1.3,-200,15,860.9159999999999,"860.9159999999999,667232.4272999996,668093.3432999996"
2015,Qtr 3,July,16,0.4,203.53549999999967,36,3029.3860000000004,"3029.3860000000004,668093.3432999996,671122.7292999997"
2015,Qtr 3,July,18,0.2,218.46310000000003,10,672.418,"672.418,671122.7292999997,671795.1472999996"
2015,Qtr 3,July,19,0.7,-1.3499999999999996,1,2.0250000000000004,"2.0250000000000004,671795.1472999996,671797.1722999996"
2015,Qtr 3,July,20,1.6,109.8482000000001,41,2693.1680000000006,"2693.1680000000006,671797.1722999996,674490.3402999996"
2015,Qtr 3,July,23,0.2,74.60099999999998,9,208.272,"208.272,674490.3402999996,674698.6122999996"
2015,Qtr 3,July,26,1.3,-71.34030000000007,24,969.2250000000001,"969.2250000000001,674698.6122999996,675667.8372999995"
2015,Qtr 3,July,27,0,0.29969999999999963,3,29.97,"29.97,675667.8372999995,675697.8072999995"
2015,Qtr 3,July,30,0.4,143.93660000000003,23,443.80199999999996,"443.80199999999996,675697.8072999995,676141.6092999995"
2015,Qtr 3,July,31,0.4,601.8854999999999,26,3712.1620000000003,"3712.1620000000003,676141.6092999995,679853.7712999996"
2015,Qtr 3,July,2,3.6999999999999993,-50.82450000000013,46,1631.902,"1631.902,679853.7712999996,681485.6732999996"
2015,Qtr 3,July,8,0.2,6.599999999999999,5,21.12,"21.12,681485.6732999996,681506.7932999996"
2015,Qtr 3,July,12,2.7,140.70149999999995,32,2052.5670000000005,"2052.5670000000005,681506.7932999996,683559.3602999996"
2015,Qtr 3,July,17,0.7500000000000001,-2.536200000000015,14,448.082,"448.082,683559.3602999996,684007.4422999996"
2015,Qtr 3,July,24,0,174.00939999999997,32,525.95,"525.95,684007.4422999996,684533.3922999996"
2015,Qtr 3,July,25,1.1,200.37110000000004,31,2395.0240000000003,"2395.0240000000003,684533.3922999996,686928.4162999996"
2015,Qtr 3,August,5,1.8000000000000003,-19.77000000000001,16,72.65,"72.65,686928.4162999997,687001.0662999997"
2015,Qtr 3,August,6,1.7200000000000002,-81.35049999999997,16,494.8692,"494.8692,687001.0662999997,687495.9354999997"
2015,Qtr 3,August,7,0.6000000000000001,245.83329999999998,35,968.206,"968.206,687495.9354999997,688464.1414999997"
2015,Qtr 3,August,9,0.8,1061.5805,55,4878.392,"4878.392,688464.1414999997,693342.5334999997"
2015,Qtr 3,August,10,0.6000000000000001,85.20669999999998,28,851.4739999999999,"851.4739999999999,693342.5334999997,694194.0074999997"
2015,Qtr 3,August,11,0.2,49.724500000000006,7,196.11200000000002,"196.11200000000002,694194.0074999997,694390.1194999997"
2015,Qtr 3,August,13,0.4,55.83849999999997,25,586.896,"586.896,694390.1194999997,694977.0154999996"
2015,Qtr 3,August,15,0,108.50130000000001,12,497.59000000000003,"497.59000000000003,694977.0154999996,695474.6054999996"
2015,Qtr 3,August,16,4.1000000000000005,1.6120999999997991,46,3378.932,"3378.932,695474.6054999996,698853.5374999996"
2015,Qtr 3,August,21,3.0499999999999994,-147.18779999999995,55,2827.5200000000004,"2827.5200000000004,698853.5374999996,701681.0574999996"
2015,Qtr 3,August,23,1.4000000000000001,359.4772999999999,46,1202.2779999999998,"1202.2779999999998,701681.0574999996,702883.3354999997"
2015,Qtr 3,August,27,0.2,156.97590000000002,13,639.9740000000002,"639.9740000000002,702883.3354999997,703523.3094999997"
2015,Qtr 3,August,28,1.25,1420.1491999999994,48,6491.293000000001,"6491.293000000001,703523.3094999997,710014.6024999997"
2015,Qtr 3,August,31,0.9500000000000001,420.4669000000001,34,2601.797,"2601.797,710014.6024999997,712616.3994999997"
2015,Qtr 3,August,1,0.2,-172.51080000000007,10,1011.6960000000001,"1011.6960000000001,712616.3994999997,713628.0954999997"
2015,Qtr 3,August,2,0.9,-37.160499999999956,16,1290.478,"1290.478,713628.0954999997,714918.5734999997"
